,price_close,price_high,price_low,price_open,time_close,time_open,time_period_end,time_period_start,trades_count,volume_traded
0,2498.0,2500.0,2432.0,2436.01,2017-12-28T23:59:06.0000000Z,2017-12-28T21:35:17.0000000Z,2017-12-29T00:00:00.0000000Z,2017-12-28T12:00:00.0000000Z,689,413.643122369
1,2420.4,2594.51,2298.57,2490.63,2017-12-29T11:59:57.0000000Z,2017-12-29T00:00:27.0000000Z,2017-12-29T12:00:00.0000000Z,2017-12-29T00:00:00.0000000Z,4804,4299.356747531
2,2600.0,2895.0,2357.5,2420.4,2017-12-29T23:59:59.0000000Z,2017-12-29T12:00:19.0000000Z,2017-12-30T00:00:00.0000000Z,2017-12-29T12:00:00.0000000Z,10887,7601.142483232
3,2395.41,2628.91,2252.2,2600.0,2017-12-30T11:59:55.0000000Z,2017-12-30T00:00:00.0000000Z,2017-12-30T12:00:00.0000000Z,2017-12-30T00:00:00.0000000Z,7052,5599.603567198
4,2240.42,2398.41,2120.0,2396.75,2017-12-30T23:59:59.0000000Z,2017-12-30T12:00:50.0000000Z,2017-12-31T00:00:00.0000000Z,2017-12-30T12:00:00.0000000Z,4824,3915.529674836
5,2310.0,2473.0,2189.0,2232.58,2017-12-31T11:54:12.0000000Z,2017-12-31T00:00:08.0000000Z,2017-12-31T12:00:00.0000000Z,2017-12-31T00:00:00.0000000Z,2175,1161.159840179
6,2377.0,2504.0,2282.24,2304.26,2017-12-31T23:59:58.0000000Z,2017-12-31T12:00:29.0000000Z,2018-01-01T00:00:00.0000000Z,2017-12-31T12:00:00.0000000Z,3013,2038.168688414
7,2337.51,2410.0,2301.0,2377.0,2018-01-01T11:59:37.0000000Z,2018-01-01T00:01:12.0000000Z,2018-01-01T12:00:00.0000000Z,2018-01-01T00:00:00.0000000Z,1046,1368.83293934
8,2310.0,2379.78,2250.0,2345.14,2018-01-01T23:59:48.0000000Z,2018-01-01T12:00:26.0000000Z,2018-01-02T00:00:00.0000000Z,2018-01-01T12:00:00.0000000Z,1583,1403.56884672
9,2408.0,2434.99,2300.14,2321.68,2018-01-02T11:59:58.0000000Z,2018-01-02T00:01:09.0000000Z,2018-01-02T12:00:00.0000000Z,2018-01-02T00:00:00.0000000Z,2241,2307.604516837
10,2550.0,2699.0,2395.68,2408.0,2018-01-02T23:59:50.0000000Z,2018-01-02T12:00:09.0000000Z,2018-01-03T00:00:00.0000000Z,2018-01-02T12:00:00.0000000Z,7223,4735.836855098
11,2600.05,2758.98,2510.7,2550.0,2018-01-03T11:57:53.0000000Z,2018-01-03T00:00:06.0000000Z,2018-01-03T12:00:00.0000000Z,2018-01-03T00:00:00.0000000Z,2674,1803.18443897
12,2547.66,2675.33,2490.01,2600.0,2018-01-03T23:54:57.0000000Z,2018-01-03T12:05:33.0000000Z,2018-01-04T00:00:00.0000000Z,2018-01-03T12:00:00.0000000Z,3562,3148.716378064
13,2384.96,2546.0,2310.0,2545.99,2018-01-04T11:59:59.0000000Z,2018-01-04T00:02:42.0000000Z,2018-01-04T12:00:00.0000000Z,2018-01-04T00:00:00.0000000Z,3813,3447.031419077
14,2352.92,2445.09,2328.0,2384.98,2018-01-04T23:59:31.0000000Z,2018-01-04T12:00:53.0000000Z,2018-01-05T00:00:00.0000000Z,2018-01-04T12:00:00.0000000Z,5485,5619.398316198
15,2386.0,2439.23,2295.04,2348.73,2018-01-05T11:59:02.0000000Z,2018-01-05T00:00:24.0000000Z,2018-01-05T12:00:00.0000000Z,2018-01-05T00:00:00.0000000Z,2313,1886.874856317
16,2393.87,2513.97,2326.19,2386.0,2018-01-05T23:10:56.0000000Z,2018-01-05T12:01:24.0000000Z,2018-01-06T00:00:00.0000000Z,2018-01-05T12:00:00.0000000Z,1707,1205.97437912
17,2412.0,2418.55,2320.0,2330.0,2018-01-06T10:37:37.0000000Z,2018-01-06T02:15:06.0000000Z,2018-01-06T12:00:00.0000000Z,2018-01-06T00:00:00.0000000Z,822,569.31918974
18,2499.54,2630.0,2473.77,2502.26,2018-01-06T23:19:00.0000000Z,2018-01-06T12:22:08.0000000Z,2018-01-07T00:00:00.0000000Z,2018-01-06T12:00:00.0000000Z,2407,1758.843643036
19,2690.0,2775.0,2495.0,2565.0,2018-01-07T11:59:02.0000000Z,2018-01-07T00:28:13.0000000Z,2018-01-07T12:00:00.0000000Z,2018-01-07T00:00:00.0000000Z,3014,2675.25795198
20,2516.0,2690.0,2500.0,2690.0,2018-01-07T23:59:39.0000000Z,2018-01-07T12:00:10.0000000Z,2018-01-08T00:00:00.0000000Z,2018-01-07T12:00:00.0000000Z,2377,1902.00360284
21,2443.37,2569.0,2401.0,2490.01,2018-01-08T11:56:25.0000000Z,2018-01-08T00:56:18.0000000Z,2018-01-08T12:00:00.0000000Z,2018-01-08T00:00:00.0000000Z,1904,1126.83436116
22,2402.94,2460.17,2200.0,2447.29,2018-01-08T23:56:28.0000000Z,2018-01-08T12:02:46.0000000Z,2018-01-09T00:00:00.0000000Z,2018-01-08T12:00:00.0000000Z,2797,1940.265696177
23,2380.96,2498.0,2353.91,2403.01,2018-01-09T11:59:34.0000000Z,2018-01-09T00:00:25.0000000Z,2018-01-09T12:00:00.0000000Z,2018-01-09T00:00:00.0000000Z,1410,781.038906348
24,2360.07,2448.05,2310.0,2387.67,2018-01-09T23:59:24.0000000Z,2018-01-09T12:00:12.0000000Z,2018-01-10T00:00:00.0000000Z,2018-01-09T12:00:00.0000000Z,1852,1036.44767065
25,2460.19,2545.1,2280.0,2374.94,2018-01-10T11:54:54.0000000Z,2018-01-10T00:00:48.0000000Z,2018-01-10T12:00:00.0000000Z,2018-01-10T00:00:00.0000000Z,2652,1892.96697803
