date,begin,high,low,end,volume
,,,,,
,,,,,
,,,,,
2018/1/13 5:00,"13,965","13,965","13,920","13,920",3
2018/1/13 4:00,"13,615","13,615","13,615","13,615",1
,,,,,
,,,,,
2018/1/13 1:00,"13,700","13,730","13,465","13,605",15
2018/1/13 0:00,"13,700","13,700","13,680","13,680",2
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
2018/1/12 13:00,"13,610","13,610","13,610","13,610",1
2018/1/12 12:00,"13,550","13,645","13,550","13,645",2
2018/1/12 11:00,"13,380","13,380","13,365","13,365",2
2018/1/12 10:00,"13,390","13,470","13,390","13,470",2
,,,,,
,,,,,
,,,,,
2018/1/12 6:00,"13,440","13,440","13,440","13,440",2
2018/1/12 5:00,"13,270","13,445","13,230","13,375",16
2018/1/12 4:00,"13,635","13,635","13,255","13,255",8
2018/1/12 3:00,"13,835","13,835","13,780","13,780",2
,,,,,
2018/1/12 1:00,"14,035","14,110","14,035","14,110",2
2018/1/12 0:00,"14,210","14,210","14,090","14,090",3
2018/1/11 23:00,"13,680","13,815","13,680","13,815",2
2018/1/11 22:00,"13,700","13,700","13,700","13,700",1
,,,,,
2018/1/11 20:00,"13,300","13,540","13,300","13,540",4
,,,,,
2018/1/11 18:00,"13,465","13,465","13,465","13,465",1
,,,,,
,,,,,
2018/1/11 15:00,"13,540","13,540","13,540","13,540",1
2018/1/11 14:00,"13,240","13,520","13,200","13,200",7
2018/1/11 13:00,"13,400","13,400","12,830","13,240",16
2018/1/11 12:00,"14,090","14,130","13,090","13,090",6
,,,,,
,,,,,
,,,,,
2018/1/11 8:00,"14,780","14,890","14,780","14,890",3
,,,,,
2018/1/11 6:00,"14,550","14,550","14,550","14,550",2
2018/1/11 5:00,"14,525","14,525","14,515","14,515",2
,,,,,
2018/1/11 3:00,"14,745","14,800","14,500","14,500",4
2018/1/11 2:00,"14,645","14,645","14,645","14,645",1
2018/1/11 1:00,"14,745","14,745","14,745","14,745",1
2018/1/11 0:00,"13,950","14,580","13,950","14,580",4
2018/1/10 23:00,"13,850","13,870","13,705","13,870",6
2018/1/10 22:00,"13,920","14,105","13,920","13,935",7
,,,,,
2018/1/10 20:00,"14,170","14,170","14,155","14,155",2
,,,,,
2018/1/10 18:00,"13,965","14,005","13,950","14,005",13
2018/1/10 17:00,"13,905","13,905","13,725","13,725",3
2018/1/10 16:00,"14,280","14,280","14,280","14,280",1
,,,,,
,,,,,
,,,,,
2018/1/10 12:00,"14,380","14,380","14,210","14,210",2
,,,,,
2018/1/10 10:00,"14,280","14,280","14,280","14,280",1
2018/1/10 9:00,"14,150","14,245","14,000","14,140",8
2018/1/10 8:00,"14,530","14,530","14,300","14,300",2
,,,,,
,,,,,
,,,,,
2018/1/10 4:00,"14,890","14,915","14,890","14,915",3
2018/1/10 3:00,"15,050","15,080","15,040","15,040",7
2018/1/10 2:00,"14,910","14,910","14,910","14,910",1
2018/1/10 1:00,"14,790","15,030","14,790","15,030",5
2018/1/10 0:00,"14,620","14,770","14,615","14,695",7
2018/1/9 23:00,"14,405","14,645","14,405","14,545",12
