btcdate,btcbegin,btchigh,btclow,btcend,cboebegin,cboehigh,cboelow,cboeend,cboevolumn
2018-02-03 02:00:00,9078.0195,9081.998,8623.0488,8692.0234,8710.0,8850.0,8650.0,8650.0,16.0
2018-02-03 03:00:00,8692.0234,8810.7148,8494.7891,8554.5488,8790.0,8790.0,8510.0,8520.0,21.0
2018-02-03 04:00:00,8554.5488,8708.9883,8446.6914,8575.5234,8670.0,8780.0,8630.0,8780.0,8.0
2018-02-03 05:00:00,8575.5371,8762.5156,8533.75,8562.1133,8690.0,8690.0,8480.0,8480.0,39.0
2018-02-03 06:00:00,8562.1133,8653.4102,8477.0928,8569.9961,8658.333333333334,8658.333333333334,8436.666666666666,8436.666666666666,35.66666666666667
2018-02-05 03:00:00,8460.0059,8550.4375,8256.9063,8340.0605,8626.666666666666,8626.666666666666,8393.333333333334,8393.333333333334,32.333333333333336
2018-02-05 04:00:00,8340.0605,8340.0605,8150.8398,8186.6563,8595.0,8595.0,8350.0,8350.0,29.0
2018-02-05 05:00:00,8188.3145,8240.5977,7845.5,8115.0098,8563.333333333334,8563.333333333334,8306.666666666666,8306.666666666666,25.666666666666668
2018-02-05 06:00:00,8115.0156,8249.9961,7997.9707,8077.3906,8531.666666666666,8531.666666666666,8263.333333333334,8263.333333333334,22.333333333333332
2018-02-05 07:00:00,8077.4102,8417.3516,8051.3477,8405.041,8500.0,8500.0,8220.0,8220.0,19.0
2018-02-05 08:00:00,8405.041,8420.8857,8153.1426,8176.5488,8350.0,8350.0,8200.0,8200.0,27.0
2018-02-05 09:00:00,8180.8496,8330.4717,8176.5488,8208.373,8310.0,8310.0,7890.0,7890.0,26.0
2018-02-05 10:00:00,8208.373,8215.0547,7931.5938,8084.9961,7990.0,8000.0,7900.0,8000.0,8.0
2018-02-05 11:00:00,8084.9961,8116.6934,7865.4492,8033.1406,7890.0,8270.0,7860.0,8270.0,12.0
2018-02-05 12:00:00,8033.1406,8239.8008,8025.875,8132.8555,8020.0,8180.0,7990.0,8110.0,62.0
2018-02-05 13:00:00,8132.8555,8304.623,7969.2227,8275.7754,8140.0,8320.0,8140.0,8300.0,31.0
2018-02-05 14:00:00,8279.8809,8349.9111,8178.9883,8187.9492,8240.0,8290.0,8240.0,8290.0,4.0
2018-02-05 15:00:00,8187.9492,8297.2207,8053.9004,8059.0674,8080.0,8080.0,7970.0,7980.0,40.0
2018-02-05 16:00:00,8059.0674,8118.5117,7891.8779,7970.1094,7990.0,8050.0,7740.0,7880.0,81.0
2018-02-05 17:00:00,7970.1094,7986.4766,7771.0195,7791.6797,8020.0,8070.0,7740.0,8070.0,51.0
2018-02-05 18:00:00,7795.1309,8033.5908,7734.2559,7867.0664,7900.0,7950.0,7830.0,7950.0,58.0
2018-02-05 19:00:00,7867.1465,7926.1855,7665.4707,7681.9551,7800.0,7800.0,7650.0,7710.0,23.0
2018-02-05 20:00:00,7681.9551,7730.4131,7520.5156,7555.043000000001,7710.0,7720.0,7580.0,7620.0,30.0
2018-02-05 21:00:00,7555.043000000001,7813.25,7524.75,7691.3047,7620.0,7760.0,7620.0,7680.0,31.0
2018-02-05 22:00:00,7691.3047,7758.2354,7584.7832,7648.0254,7760.0,7780.0,7320.0,7440.0,71.0
2018-02-05 23:00:00,7648.0254,7652.0254,7322.6113,7325.916,7480.0,7480.0,7200.0,7310.0,61.0
2018-02-06 00:00:00,7325.916,7511.8955,7175.7549,7342.4492,7260.0,7510.0,7260.0,7400.0,70.0
2018-02-06 01:00:00,7342.4492,7468.3564,7237.1543,7269.7363,7420.0,7420.0,7250.0,7250.0,43.0
2018-02-06 02:00:00,7269.7363,7317.2344,7030.8555,7035.5605,7300.0,7300.0,6910.0,6910.0,127.0
2018-02-06 03:00:00,7035.5605,7162.9043,6866.7578,6870.4668,7100.0,7250.0,6800.0,6850.0,49.0
2018-02-06 04:00:00,6870.4668,6976.6230000000005,6579.2519999999995,6617.416,6810.0,7150.0,6600.0,7110.0,109.0
2018-02-06 05:00:00,6617.416,7433.1855,6585.125,7177.3301,7140.0,7370.0,7050.0,7050.0,57.0
2018-02-06 06:00:00,7177.3301,7311.2021,6950.75,7100.8711,7170.0,7360.0,7130.0,7240.0,60.0
2018-02-06 07:00:00,7100.8711,7233.1484,6798.0059,6800.3555,7300.0,7300.0,6760.0,6960.0,26.0
2018-02-06 08:00:00,6800.3555,6942.3867,6680.25,6905.1953,6890.0,7050.0,6850.0,7050.0,25.0
2018-02-06 09:00:00,6905.1953,7104.0244,6843.5859,6971.0664,6960.0,6960.0,6670.0,6720.0,12.0
2018-02-06 10:00:00,6971.0664,6976.2246,6443.25,6443.25,6670.0,6670.0,6380.0,6380.0,82.0
2018-02-06 11:00:00,6443.25,6637.6152,6353.9268,6374.5,6540.0,6560.0,6230.0,6230.0,23.0
2018-02-06 12:00:00,6374.5,6390.1201,6190.1953,6316.3594,6250.0,6291.0,6130.0,6168.0,218.0
2018-02-06 13:00:00,6316.3594,6350.0,6060.3555,6060.6602,6160.0,6410.0,6040.0,6200.0,46.0
2018-02-06 14:00:00,6060.6602,6590.4688,5992.7852,6449.7051,6150.0,6590.0,6150.0,6180.0,129.0
2018-02-06 15:00:00,6449.7051,6453.3086,6087.4473,6245.4971,6150.0,6270.0,6130.0,6190.0,27.0
2018-02-06 16:00:00,6245.4971,6341.4336,5922.0039,5966.9043,6080.0,6270.0,5940.0,6120.0,97.0
2018-02-06 17:00:00,5966.9043,6219.9941,5966.9043,6088.1836,6150.0,6550.0,6150.0,6510.0,61.0
2018-02-06 18:00:00,6088.1836,6907.418000000001,6071.6582,6669.8887,6510.0,7000.0,6510.0,6690.0,225.0
2018-02-06 19:00:00,6673.6895,6785.0273,6373.7754,6445.6055,6540.0,6540.0,6250.0,6250.0,34.0
2018-02-06 20:00:00,6445.6055,6499.6445,6193.4746,6457.7832,6380.0,6610.0,6300.0,6480.0,39.0
2018-02-06 21:00:00,6457.7832,6785.3301,6394.0957,6677.1309,6480.0,7000.0,6480.0,6850.0,38.0
2018-02-06 22:00:00,6677.1309,7164.7305,6671.4043,7145.709,6880.0,7300.0,6880.0,7060.0,53.0
2018-02-06 23:00:00,7146.3984,7266.7266,6872.0645,7180.4277,6950.0,7470.0,6930.0,7460.0,68.0
2018-02-07 00:00:00,7180.4277,7439.9453,7025.4980000000005,7293.2266,7440.0,7460.0,7110.0,7160.0,53.0
2018-02-07 01:00:00,7293.2266,7377.918000000001,6957.7793,7099.3848,7100.0,7150.0,6940.0,6970.0,24.0
2018-02-07 02:00:00,7099.3848,7100.0039,6796.6309,6989.8398,7040.0,7190.0,6810.0,7140.0,108.0
2018-02-07 03:00:00,6989.8398,7182.5508,6966.5098,7165.4199,7060.0,7330.0,7060.0,7300.0,17.0
2018-02-07 04:00:00,7165.4199,7607.291,7164.1289,7534.2207,7410.0,7670.0,7410.0,7620.0,34.0
2018-02-07 05:00:00,7534.2207,7774.9961,7455.793000000001,7515.1055,7740.0,7780.0,7500.0,7600.0,33.0
2018-02-07 06:00:00,7515.1055,7939.875,7511.7559,7764.5977,7800.0,7950.0,7600.0,7740.0,56.0
2018-02-07 07:00:00,7764.5977,7797.3398,7474.9746,7630.3496,7650.0,7700.0,7650.0,7700.0,6.0
2018-02-07 08:00:00,7630.3496,7860.7979,7561.4453,7689.9199,7670.0,7830.0,7610.0,7680.0,49.0
2018-02-07 09:00:00,7688.4648,7809.5801,7453.4941,7595.8809,7630.0,7710.0,7450.0,7700.0,16.0
2018-02-07 10:00:00,7595.8809,7739.3105,7537.2734,7619.541,7690.0,7690.0,7630.0,7630.0,4.0
2018-02-07 11:00:00,7619.541,7746.0059,7321.1269999999995,7348.1016,7480.0,7530.0,7300.0,7340.0,77.0
2018-02-07 12:00:00,7348.1016,7430.7305,7212.1191,7271.4492,7360.0,7360.0,7230.0,7250.0,26.0
2018-02-07 13:00:00,7271.4492,7573.0254,7207.5059,7495.9121,7520.0,7590.0,7520.0,7590.0,2.0
2018-02-07 14:00:00,7495.9121,7571.4482,7342.6152,7455.0254,7340.0,7340.0,7340.0,7340.0,1.0
2018-02-07 15:00:00,7455.0254,7498.6953,7281.9551,7496.0469,7450.0,7470.0,7450.0,7470.0,2.0
2018-02-07 16:00:00,7496.0469,7765.8574,7365.3047,7724.9043,7530.0,7800.0,7530.0,7800.0,66.0
2018-02-07 17:00:00,7724.9043,7792.4883,7614.7246,7668.7949,7800.0,7950.0,7710.0,7950.0,11.0
2018-02-07 18:00:00,7668.7949,7996.5049,7668.7949,7976.666,7990.0,8260.0,7990.0,8200.0,32.0
2018-02-07 19:00:00,7976.666,8239.5,7913.2480000000005,8228.3496,8170.0,8340.0,8090.0,8090.0,8.0
2018-02-07 20:00:00,8228.3496,8331.1992,8066.3730000000005,8261.2949,8080.0,8270.0,8080.0,8150.0,73.0
2018-02-07 21:00:00,8261.2949,8436.9688,8132.1602,8374.9961,8260.0,8580.0,8220.0,8580.0,32.0
2018-02-07 22:00:00,8374.9961,8608.9043,8289.3301,8299.9863,8400.0,8480.0,8230.0,8260.0,20.0
2018-02-07 23:00:00,8299.9863,8428.5801,8118.5039,8257.0859,8170.0,8370.0,8170.0,8270.0,34.0
2018-02-08 00:00:00,8257.0859,8340.6973,8086.956999999999,8211.2539,8220.0,8290.0,8140.0,8160.0,18.0
2018-02-08 01:00:00,8211.2539,8250.2793,7953.5771,8013.8105,8070.0,8310.0,8000.0,8310.0,52.0
2018-02-08 02:00:00,8013.8164,8355.1992,8010.8906,8333.0156,8350.0,8510.0,8341.0,8390.0,36.0
2018-02-08 03:00:00,8333.8145,8430.8906,8236.377,8248.2461,8310.0,8400.0,8240.0,8260.0,11.0
2018-02-08 04:00:00,8248.2461,8259.9961,8057.8906,8160.7539,8230.0,8230.0,8100.0,8150.0,12.0
2018-02-08 05:00:00,8160.7539,8221.6553,7971.0098,8155.4102,8000.0,8300.0,8000.0,8280.0,27.0
2018-02-08 06:00:00,8155.4043,8264.9512,8037.2344,8087.5088,8180.0,8280.0,7820.0,7880.0,91.0
2018-02-08 07:00:00,8087.4834,8090.6748,7780.7021,7850.6348,7910.0,7940.0,7720.0,7740.0,51.0
2018-02-08 08:00:00,7850.6348,7852.4453,7534.7051,7578.8359,7750.0,7750.0,7600.0,7620.0,9.0
2018-02-08 09:00:00,7578.8359,7819.2598,7571.9941,7709.6211,7830.0,7830.0,7710.0,7820.0,18.0
2018-02-08 10:00:00,7709.6211,7926.7637,7572.1484,7876.6367,7950.0,8150.0,7910.0,8090.0,28.0
2018-02-08 11:00:00,7876.6367,8142.7148,7876.6367,8030.7949,8140.0,8170.0,7950.0,7950.0,8.0
2018-02-08 12:00:00,8030.8145,8102.0,7869.4238,7987.5293,8060.0,8280.0,8060.0,8270.0,6.0
2018-02-08 13:00:00,7987.5293,8238.793,7950.709,8158.1211,8310.0,8310.0,8100.0,8100.0,18.0
2018-02-08 14:00:00,8156.7207,8214.2695,7980.3457,7980.3789,8120.0,8120.0,8120.0,8120.0,2.0
2018-02-08 15:00:00,7980.3789,8049.2793,7881.0352,8024.8594,8050.0,8190.0,8050.0,8130.0,30.0
2018-02-08 16:00:00,8024.8594,8332.4551,7990.666,8318.5898,8250.0,8400.0,8250.0,8400.0,39.0
2018-02-08 17:00:00,8318.5898,8368.335,8194.1309,8236.8262,8240.0,8310.0,8200.0,8200.0,39.0
2018-02-08 18:00:00,8236.8262,8342.8184,8148.4043,8330.9844,8240.0,8620.0,8240.0,8540.0,24.0
2018-02-08 19:00:00,8330.4941,8599.2246,8302.0762,8547.8555,8540.0,8650.0,8530.0,8570.0,12.0
2018-02-08 20:00:00,8550.0059,8560.5488,8445.2871,8482.9453,8540.0,8540.0,8410.0,8450.0,20.0
2018-02-08 21:00:00,8482.9453,8629.2188,8353.1279,8594.9844,8550.0,8690.0,8540.0,8600.0,52.0
2018-02-08 22:00:00,8594.9844,8601.8594,8447.4004,8454.4746,8560.0,8560.0,8430.0,8490.0,54.0
2018-02-08 23:00:00,8454.4746,8500.8203,8347.9258,8421.3379,8420.0,8540.0,8390.0,8420.0,16.0
2018-02-09 00:00:00,8421.3379,8449.0557,8210.5547,8226.8652,8420.0,8420.0,8180.0,8190.0,132.0
2018-02-09 01:00:00,8226.8652,8305.4492,8126.9746,8279.5742,8270.0,8330.0,8160.0,8160.0,50.0
2018-02-09 02:00:00,8281.8496,8282.7793,8147.9551,8187.2188,8180.0,8310.0,8070.0,8140.0,42.0
2018-02-09 03:00:00,8187.2188,8261.1582,8047.8330000000005,8211.668,8130.0,8350.0,8130.0,8350.0,51.0
2018-02-09 04:00:00,8211.668,8456.4551,8187.2148,8399.6504,8310.0,8550.0,8310.0,8430.0,108.0
2018-02-09 05:00:00,8399.6504,8406.082,8279.4961,8296.9102,8430.0,8430.0,8290.0,8290.0,26.0
2018-02-09 06:00:00,8296.9102,8372.4922,8158.4502,8171.1855,8180.0,8290.0,8180.0,8200.0,48.0
2018-02-09 07:00:00,8171.1855,8349.002,8120.7607,8223.0996,8290.0,8330.0,8220.0,8330.0,22.0
2018-02-09 08:00:00,8223.0996,8313.0361,8158.7939,8237.7852,8240.0,8240.0,8160.0,8160.0,11.0
2018-02-09 09:00:00,8237.7852,8242.1855,7849.375,7923.5488,8100.0,8100.0,7820.0,7880.0,16.0
2018-02-09 10:00:00,7923.5488,8025.7012,7801.2266,7998.6484,7920.0,8020.0,7920.0,8020.0,10.0
2018-02-09 11:00:00,7998.6484,8138.0234,7916.9756,8123.1348,8000.0,8170.0,7900.0,7960.0,26.0
2018-02-09 12:00:00,8123.1348,8127.5488,7911.0605,8083.8809,7950.0,8080.0,7940.0,7960.0,28.0
2018-02-09 13:00:00,8083.8809,8085.1035,7825.6738,7847.8018,7920.0,7920.0,7760.0,7760.0,47.0
2018-02-09 14:00:00,7845.5742,7929.4004,7752.0684,7877.1025,7770.0,7900.0,7750.0,7900.0,38.0
2018-02-09 15:00:00,7877.1025,7983.7656,7819.0254,7957.7988,7930.0,8080.0,7920.0,8040.0,8.0
2018-02-09 16:00:00,7959.8672,8069.331999999999,7952.6582,8006.2764,8050.0,8050.0,7890.0,7920.0,18.0
2018-02-09 17:00:00,8007.5039,8098.6484,7878.6484,8080.2734,7920.0,8310.0,7920.0,8290.0,35.0
2018-02-09 18:00:00,8080.2734,8326.7969,8064.1484,8258.0,8280.0,8340.0,8270.0,8340.0,17.0
2018-02-09 19:00:00,8257.5,8325.5547,8160.9033,8240.9844,8230.0,8330.0,8230.0,8310.0,40.0
2018-02-09 20:00:00,8240.9844,8354.9023,8202.542,8264.6094,8320.0,8400.0,8200.0,8200.0,39.0
2018-02-09 21:00:00,8264.6094,8275.8047,8174.2734,8214.375,8200.0,8280.0,8200.0,8240.0,9.0
2018-02-09 22:00:00,8214.375,8299.5977,8200.2246,8271.0273,8255.0,8450.0,8255.0,8360.0,54.0
2018-02-09 23:00:00,8274.7275,8480.916,8258.1094,8409.6309,8432.0,8540.0,8425.0,8444.0,102.0
2018-02-10 00:00:00,8409.6309,8450.1426,8306.4121,8319.752,8400.0,8430.0,8350.0,8410.0,22.0
2018-02-10 01:00:00,8319.752,8409.4648,8316.333,8376.375,8390.0,8540.0,8380.0,8520.0,54.0
2018-02-10 02:00:00,8376.375,8710.1035,8370.2051,8621.8828,8550.0,8800.0,8550.0,8650.0,130.0
2018-02-10 03:00:00,8621.8828,8728.7285,8576.4902,8617.8535,8700.0,8740.0,8610.0,8740.0,44.0
2018-02-10 04:00:00,8621.0234,8724.9941,8617.0938,8632.8887,8760.0,8760.0,8660.0,8680.0,23.0
2018-02-10 05:00:00,8632.8828,8722.8848,8532.2988,8571.6738,8630.0,8710.0,8610.0,8660.0,27.0
2018-02-10 06:00:00,8566.4492,8634.8252,8471.5996,8552.6484,8585.0,8655.0,8531.666666666666,8578.333333333334,30.0
2018-02-12 03:00:00,8206.5137,8346.1406,8193.8916,8336.6152,8540.0,8600.0,8453.333333333334,8496.666666666666,33.0
2018-02-12 04:00:00,8336.6152,8397.4961,8245.9902,8288.7227,8495.0,8545.0,8375.0,8415.0,36.0
2018-02-12 05:00:00,8288.7227,8294.501,8197.3496,8233.082,8450.0,8490.0,8296.666666666666,8333.333333333334,39.0
2018-02-12 06:00:00,8233.082,8349.6445,8217.2783,8315.0996,8405.0,8435.0,8218.333333333334,8251.666666666666,42.0
2018-02-12 07:00:00,8315.0938,8330.25,8248.5488,8303.6025,8360.0,8380.0,8140.0,8170.0,45.0
2018-02-12 08:00:00,8303.6152,8308.627,8026.0039,8072.5605,8150.0,8260.0,8070.0,8250.0,21.0
2018-02-12 09:00:00,8072.5605,8266.4648,8071.3877,8210.2695,8210.0,8300.0,8200.0,8300.0,12.0
2018-02-12 10:00:00,8210.2695,8431.7793,8169.4238,8349.1885,8490.0,8490.0,8380.0,8470.0,16.0
2018-02-12 11:00:00,8349.1885,8545.2695,8305.4688,8538.7188,8480.0,8580.0,8480.0,8550.0,17.0
2018-02-12 12:00:00,8538.7188,8566.7529,8443.752,8486.125,8505.0,8555.0,8500.0,8535.0,10.5
2018-02-12 13:00:00,8486.125,8554.5293,8458.5967,8491.8008,8530.0,8530.0,8520.0,8520.0,4.0
2018-02-12 14:00:00,8491.5547,8496.2852,8358.8945,8373.6523,8470.0,8470.0,8410.0,8410.0,4.0
2018-02-12 15:00:00,8373.6494,8467.2588,8364.1699,8422.6924,8500.0,8610.0,8450.0,8600.0,11.0
2018-02-12 16:00:00,8422.6924,8525.8838,8372.8926,8467.0527,8580.0,8840.0,8580.0,8830.0,23.0
2018-02-12 17:00:00,8467.0527,8808.376,8461.9199,8770.6416,8780.0,8920.0,8780.0,8840.0,40.0
2018-02-12 18:00:00,8770.6416,8816.5342,8721.9844,8799.3457,8850.0,8880.0,8830.0,8830.0,10.0
2018-02-12 19:00:00,8799.3457,8849.2266,8729.9521,8833.9639,8860.0,8950.0,8800.0,8800.0,35.0
2018-02-12 20:00:00,8833.9639,8838.042,8649.2695,8662.7959,8790.0,8820.0,8740.0,8750.0,19.0
2018-02-12 21:00:00,8662.7959,8771.4717,8660.0645,8770.0693,8790.0,8850.0,8790.0,8825.0,58.0
2018-02-12 22:00:00,8770.0693,8784.0039,8647.1055,8675.2754,8810.0,8830.0,8650.0,8650.0,104.0
2018-02-12 23:00:00,8675.2754,8693.9922,8521.6055,8556.1719,8660.0,8671.0,8590.0,8671.0,74.0
2018-02-13 00:00:00,8556.1719,8675.9141,8555.7676,8656.7598,8660.0,8750.0,8630.0,8750.0,57.0
2018-02-13 01:00:00,8656.7598,8732.1563,8635.6055,8671.0078,8730.0,8770.0,8660.0,8740.0,53.0
2018-02-13 02:00:00,8671.0078,8761.6299,8617.8604,8759.1875,8740.0,8800.0,8690.0,8690.0,52.0
2018-02-13 03:00:00,8759.1875,8762.6973,8621.8555,8664.7637,8690.0,8767.0,8690.0,8767.0,63.0
2018-02-13 04:00:00,8664.7666,8793.4043,8643.1533,8784.7588,8800.0,8930.0,8753.0,8930.0,86.0
2018-02-13 05:00:00,8784.0645,8899.7598,8754.2656,8841.6152,8890.0,8970.0,8870.0,8870.0,18.0
2018-02-13 06:00:00,8841.6152,8863.9902,8749.9121,8831.25,8800.0,8800.0,8790.0,8790.0,2.0
2018-02-13 07:00:00,8831.25,8885.7949,8729.9844,8885.7949,8870.0,9020.0,8870.0,9010.0,11.0
2018-02-13 08:00:00,8885.7949,8980.3652,8833.3584,8883.6895,9030.0,9050.0,8910.0,8950.0,25.0
2018-02-13 09:00:00,8883.6895,8935.1123,8825.0605,8924.0762,8910.0,8970.0,8830.0,8830.0,20.0
2018-02-13 10:00:00,8924.0762,8926.9355,8728.9492,8753.3652,8850.0,8860.0,8710.0,8740.0,41.0
2018-02-13 11:00:00,8753.3652,8753.3906,8662.0449,8711.2832,8730.0,8770.0,8670.0,8730.0,57.0
2018-02-13 12:00:00,8715.3838,8766.3535,8688.2939,8765.0205,8710.0,8780.0,8640.0,8640.0,25.0
2018-02-13 13:00:00,8764.9375,8776.2646,8550.5967,8586.0791,8640.0,8650.0,8580.0,8620.0,69.0
2018-02-13 14:00:00,8586.0791,8631.8848,8576.958,8614.9678,8600.0,8650.0,8590.0,8640.0,17.0
2018-02-13 15:00:00,8614.9678,8719.7197,8580.2227,8714.4619,8610.0,8760.0,8610.0,8760.0,23.0
2018-02-13 16:00:00,8714.4619,8742.8301,8635.1387,8635.1387,8710.0,8730.0,8460.0,8490.0,107.0
2018-02-13 17:00:00,8635.1387,8639.6631,8445.5596,8540.9678,8480.0,8540.0,8400.0,8410.0,41.0
2018-02-13 18:00:00,8540.9678,8548.9063,8395.9922,8458.1377,8440.0,8470.0,8390.0,8430.0,64.0
2018-02-13 19:00:00,8458.1377,8531.7051,8378.6094,8512.2041,8480.0,8560.0,8440.0,8470.0,56.0
2018-02-13 20:00:00,8512.2041,8581.2012,8422.5801,8519.8447,8470.0,8580.0,8470.0,8580.0,20.0
2018-02-13 21:00:00,8519.8447,8603.8535,8457.2949,8585.1201,8590.0,8640.0,8550.0,8590.0,39.0
2018-02-13 22:00:00,8585.1201,8647.6826,8538.0742,8603.0,8560.0,8690.0,8550.0,8630.0,48.0
2018-02-13 23:00:00,8603.0,8655.2012,8583.4375,8605.7148,8680.0,8700.0,8540.0,8550.0,62.0
2018-02-14 00:00:00,8605.7148,8607.459,8482.5273,8502.1484,8550.0,8580.0,8490.0,8570.0,89.0
2018-02-14 01:00:00,8502.1484,8572.9326,8493.8896,8559.2656,8580.0,8660.0,8530.0,8610.0,97.0
2018-02-14 02:00:00,8559.2656,8643.5996,8551.457,8631.0703,8630.0,8690.0,8590.0,8670.0,46.0
2018-02-14 03:00:00,8631.0703,8666.0801,8583.832,8586.8652,8680.0,8680.0,8580.0,8620.0,41.0
2018-02-14 04:00:00,8586.8652,8620.4238,8551.5977,8620.4238,8610.0,8760.0,8610.0,8740.0,70.0
2018-02-14 05:00:00,8620.4238,8733.1191,8611.6123,8710.4395,8740.0,8759.0,8690.0,8710.0,17.0
2018-02-14 06:00:00,8710.4395,8711.748,8550.2852,8557.9063,8630.0,8630.0,8550.0,8550.0,6.0
2018-02-14 07:00:00,8557.9063,8574.4854,8481.0488,8554.4102,8610.0,8620.0,8490.0,8490.0,18.0
2018-02-14 08:00:00,8552.1113,8559.7656,8479.0654,8517.6719,8510.0,8590.0,8510.0,8560.0,39.0
2018-02-14 09:00:00,8517.6719,8635.1279,8512.1797,8591.8984,8570.0,8680.0,8570.0,8630.0,92.0
2018-02-14 10:00:00,8591.9043,8676.7695,8588.7461,8649.002,8640.0,8740.0,8640.0,8690.0,67.0
2018-02-14 11:00:00,8649.002,8733.9346,8645.2207,8689.3008,8700.0,8750.0,8680.0,8700.0,57.0
2018-02-14 12:00:00,8689.3008,8722.0723,8642.4531,8698.3984,8710.0,8870.0,8690.0,8870.0,92.0
2018-02-14 13:00:00,8696.7949,8843.5508,8696.7949,8803.3145,8870.0,8880.0,8770.0,8790.0,119.0
2018-02-14 14:00:00,8805.0059,8872.5,8746.8867,8842.5742,8790.0,8900.0,8790.0,8870.0,82.0
2018-02-14 15:00:00,8842.5957,8871.8896,8790.3242,8791.7412,8880.0,8890.0,8800.0,8890.0,31.0
2018-02-14 16:00:00,8791.7412,8906.2949,8789.3867,8893.4941,8890.0,8950.0,8880.0,8880.0,26.0
2018-02-14 17:00:00,8893.4941,8910.041,8833.9521,8877.0,8930.0,8940.0,8840.0,8880.0,69.0
2018-02-14 18:00:00,8877.0,8894.0,8779.8691,8799.5645,8870.0,8890.0,8840.0,8890.0,55.0
2018-02-14 19:00:00,8799.5645,8847.2012,8761.0488,8773.2344,8850.0,8860.0,8790.0,8830.0,24.0
2018-02-14 20:00:00,8773.2383,8954.8242,8766.6602,8947.998,8830.0,9310.0,8830.0,9250.0,158.0
2018-02-14 21:00:00,8947.998,9249.4473,8943.6943,9175.9043,9230.0,9350.0,9160.0,9310.0,169.0
2018-02-14 22:00:00,9175.9043,9306.0996,9152.6563,9229.1152,9270.0,9320.0,9200.0,9220.0,153.0
2018-02-14 23:00:00,9229.1152,9246.9883,9151.8633,9176.8555,9230.0,9320.0,9200.0,9290.0,345.0
2018-02-15 00:00:00,9176.8555,9344.6348,9176.8555,9341.9902,9300.0,9389.0,9240.0,9340.0,241.0
2018-02-15 01:00:00,9341.9902,9355.8906,9244.1621,9279.584,9360.0,9360.0,9280.0,9300.0,239.0
2018-02-15 02:00:00,9279.584,9317.3428,9241.375,9312.793,9310.0,9440.0,9270.0,9390.0,452.0
2018-02-15 03:00:00,9312.793,9371.6006,9247.5645,9297.9941,9340.0,9400.0,9210.0,9280.0,201.0
2018-02-15 04:00:00,9297.9941,9302.3877,9188.1133,9253.8105,9280.0,9350.0,9250.0,9350.0,93.0
2018-02-15 05:00:00,9253.8105,9325.75,9215.9492,9298.3086,9342.0,9370.0,9260.0,9300.0,101.0
2018-02-15 06:00:00,9298.3086,9316.1445,9246.9961,9287.9609,9350.0,9384.0,9310.0,9384.0,31.0
2018-02-15 07:00:00,9287.9609,9444.4004,9246.9805,9439.0996,9390.0,9460.0,9390.0,9450.0,77.0
2018-02-15 08:00:00,9439.0996,9509.8184,9403.7334,9482.7988,9470.0,9530.0,9440.0,9500.0,116.0
2018-02-15 09:00:00,9482.7988,9495.2969,9350.75,9382.5996,9510.0,9520.0,9360.0,9450.0,72.0
2018-02-15 10:00:00,9382.5996,9450.875,9381.5977,9402.5977,9470.0,9520.0,9410.0,9510.0,68.0
2018-02-15 11:00:00,9402.5977,9688.7754,9402.2988,9635.2422,9490.0,9750.0,9480.0,9640.0,268.0
2018-02-15 12:00:00,9635.2422,9735.0,9619.2744,9667.6543,9650.0,9730.0,9630.0,9660.0,80.0
2018-02-15 13:00:00,9667.6543,9748.1465,9636.8496,9747.125,9670.0,9760.0,9660.0,9690.0,126.0
2018-02-15 14:00:00,9747.125,9747.5449,9655.8945,9703.4492,9690.0,9790.0,9690.0,9730.0,60.0
2018-02-15 15:00:00,9703.4492,9776.4863,9690.0059,9710.7559,9750.0,9750.0,9700.0,9730.0,44.0
2018-02-15 16:00:00,9710.7559,9852.8945,9698.3994,9849.541,9720.0,9880.0,9720.0,9850.0,145.0
2018-02-15 17:00:00,9849.541,9893.0332,9818.8311,9885.8242,9840.0,9950.0,9830.0,9930.0,151.0
2018-02-15 18:00:00,9885.8242,9966.3457,9565.2246,9653.1484,9920.0,9940.0,9480.0,9580.0,605.0
2018-02-15 19:00:00,9653.1484,9729.3008,9496.5547,9676.0449,9600.0,9780.0,9580.0,9590.0,191.0
2018-02-15 20:00:00,9678.0996,9772.9609,9561.5732,9616.4971,9600.0,9720.0,9560.0,9690.0,154.0
2018-02-15 21:00:00,9616.4971,9780.6484,9610.8975,9730.5371,9700.0,9790.0,9680.0,9700.0,227.0
2018-02-15 22:00:00,9730.5371,9741.1807,9643.0586,9676.0957,9720.0,9820.0,9640.0,9800.0,343.0
2018-02-15 23:00:00,9676.0957,9887.6504,9671.0088,9884.9434,9810.0,9910.0,9790.0,9870.0,494.0
2018-02-16 00:00:00,9884.9434,9889.9434,9782.9063,9843.2402,9870.0,9920.0,9800.0,9890.0,272.0
2018-02-16 01:00:00,9843.2402,9919.9961,9790.8652,9918.9199,9880.0,10090.0,9850.0,10080.0,285.0
2018-02-16 02:00:00,9918.9199,10090.7793,9871.5605,10086.5645,10090.0,10220.0,9980.0,10160.0,716.0
2018-02-16 03:00:00,10086.5645,10235.1523,9971.9102,10069.9961,10170.0,10200.0,9970.0,10140.0,652.0
2018-02-16 04:00:00,10069.9961,10180.8789,10063.0645,10118.8525,10150.0,10200.0,10040.0,10080.0,424.0
2018-02-16 05:00:00,10118.8525,10144.9453,9980.8457,10097.4414,10070.0,10140.0,10000.0,10120.0,145.0
