,price_close,price_high,price_low,price_open,time_close,time_open,time_period_end,time_period_start,trades_count,volume_traded
108,336.87,348.48,328.0,328.33,2017-10-13T23:59:29.0000000Z,2017-10-13T12:00:00.0000000Z,2017-10-14T00:00:00.0000000Z,2017-10-13T12:00:00.0000000Z,7197,22613.825969465
109,338.77,346.0,333.02,337.54,2017-10-14T11:59:51.0000000Z,2017-10-14T00:04:01.0000000Z,2017-10-14T12:00:00.0000000Z,2017-10-14T00:00:00.0000000Z,3052,9744.175604099
110,338.04,346.69,334.5,337.89,2017-10-14T23:59:54.0000000Z,2017-10-14T12:00:00.0000000Z,2017-10-15T00:00:00.0000000Z,2017-10-14T12:00:00.0000000Z,2722,6703.781127288
111,321.04,341.35,315.7,338.02,2017-10-15T11:58:06.0000000Z,2017-10-15T00:00:17.0000000Z,2017-10-15T12:00:00.0000000Z,2017-10-15T00:00:00.0000000Z,3784,10942.302543516
112,335.21,337.52,319.0,319.01,2017-10-15T23:59:28.0000000Z,2017-10-15T12:00:54.0000000Z,2017-10-16T00:00:00.0000000Z,2017-10-15T12:00:00.0000000Z,2466,3648.692179249
113,340.61,350.96,335.0,335.29,2017-10-16T11:59:50.0000000Z,2017-10-16T00:00:05.0000000Z,2017-10-16T12:00:00.0000000Z,2017-10-16T00:00:00.0000000Z,4987,12885.692674275
114,333.59,343.59,330.6,340.64,2017-10-16T23:57:47.0000000Z,2017-10-16T12:00:12.0000000Z,2017-10-17T00:00:00.0000000Z,2017-10-16T12:00:00.0000000Z,3441,10251.930024789
115,323.0,335.1,322.28,334.03,2017-10-17T11:59:55.0000000Z,2017-10-17T00:01:17.0000000Z,2017-10-17T12:00:00.0000000Z,2017-10-17T00:00:00.0000000Z,2624,7143.932664047
116,316.6,324.0,310.22,323.0,2017-10-17T23:58:42.0000000Z,2017-10-17T12:00:10.0000000Z,2017-10-18T00:00:00.0000000Z,2017-10-17T12:00:00.0000000Z,3543,13099.28760805
117,298.07,316.1,296.23,315.82,2017-10-18T11:58:33.0000000Z,2017-10-18T00:03:23.0000000Z,2017-10-18T12:00:00.0000000Z,2017-10-18T00:00:00.0000000Z,2938,9940.45447276
118,314.1,315.0,287.08,298.34,2017-10-18T23:58:41.0000000Z,2017-10-18T12:00:40.0000000Z,2017-10-19T00:00:00.0000000Z,2017-10-18T12:00:00.0000000Z,4903,16016.351038386
119,306.53,316.75,305.03,314.1,2017-10-19T11:59:50.0000000Z,2017-10-19T00:01:26.0000000Z,2017-10-19T12:00:00.0000000Z,2017-10-19T00:00:00.0000000Z,2023,6618.679058078
120,308.17,314.43,304.31,306.58,2017-10-19T23:54:28.0000000Z,2017-10-19T12:00:05.0000000Z,2017-10-20T00:00:00.0000000Z,2017-10-19T12:00:00.0000000Z,2224,6648.293438219
