btcdate,btcbegin,cboebegin,cboehigh,cboelow,cboeend,cboevolumn
2017-12-27 22:00:00,15970.9863,15950.0,16060.0,15950.0,16060.0,17.0
2017-12-27 23:00:00,15864.4268,15950.0,15950.0,15450.0,15480.0,6.0
2017-12-28 00:00:00,15370.8672,15560.0,15560.0,15520.0,15520.0,12.0
2017-12-28 01:00:00,15377.2822,15430.0,15430.0,14770.0,15040.0,47.0
2017-12-28 02:00:00,14793.0459,15160.0,15300.0,15120.0,15300.0,8.0
2017-12-28 03:00:00,14918.3262,15140.0,15390.0,15140.0,15390.0,14.0
2017-12-28 04:00:00,15011.7412,15130.0,15210.0,15000.0,15000.0,6.0
2017-12-28 05:00:00,14839.9961,14790.0,15160.0,14790.0,15160.0,21.0
2017-12-28 06:00:00,14788.8203,15370.0,15380.0,15370.0,15380.0,4.0
2017-12-28 07:00:00,15189.3945,15500.0,15500.0,15480.0,15480.0,4.0
2017-12-28 08:00:00,15300.3906,15550.0,15550.0,15460.0,15460.0,2.0
2017-12-28 09:00:00,15393.7266,15400.0,15400.0,15200.0,15390.0,5.0
2017-12-28 10:00:00,15210.9707,15300.0,15340.0,15150.0,15150.0,14.0
2017-12-28 11:00:00,15442.541000000001,15050.0,15050.0,14100.0,14480.0,15.0
2017-12-28 12:00:00,14398.9727,14000.0,14650.0,14000.0,14650.0,4.0
2017-12-28 13:00:00,14453.6943,14700.0,14700.0,14700.0,14700.0,1.0
2017-12-28 14:00:00,14487.6367,14000.0,14100.0,13810.0,14100.0,3.0
2017-12-28 15:00:00,13879.6973,14170.0,14170.0,14170.0,14170.0,1.0
2017-12-28 16:00:00,14038.5674,14160.0,14160.0,14160.0,14160.0,1.0
2017-12-28 17:00:00,14260.5381,14150.0,14150.0,14150.0,14150.0,1.0
2017-12-28 18:00:00,14285.7354,14490.0,14600.0,14450.0,14450.0,11.0
2017-12-28 19:00:00,14455.2227,14160.0,14160.0,13850.0,13850.0,4.0
2017-12-28 20:00:00,13880.1797,14050.0,14050.0,14050.0,14050.0,1.0
2017-12-28 21:00:00,14111.1377,14090.0,14420.0,14090.0,14420.0,4.0
2017-12-28 22:00:00,14249.7217,14350.0,14350.0,14030.0,14270.0,9.0
2017-12-28 23:00:00,14278.9551,14390.0,14490.0,14390.0,14490.0,18.0
2017-12-29 00:00:00,14350.0156,14450.0,14450.0,14340.0,14440.0,9.0
2017-12-29 01:00:00,14287.125,14170.0,14220.0,14000.0,14070.0,12.0
2017-12-29 02:00:00,13993.8779,14060.0,14060.0,14060.0,14060.0,1.0
2017-12-29 03:00:00,14096.5684,13850.0,14000.0,13600.0,14000.0,15.0
2017-12-29 04:00:00,13571.7979,14060.0,14060.0,14060.0,14060.0,1.0
2017-12-29 05:00:00,13926.0547,14060.0,14060.0,14050.0,14050.0,2.0
2017-12-29 06:00:00,13919.8203,14165.0,14165.0,14125.0,14125.0,2.0
2017-12-29 07:00:00,13940.2686,14270.0,14270.0,14200.0,14200.0,2.0
2017-12-29 08:00:00,14101.0029,14450.0,14450.0,14450.0,14450.0,1.0
2017-12-29 09:00:00,14462.1152,14625.0,14665.0,14625.0,14665.0,2.0
2017-12-29 10:00:00,14348.0283,14800.0,14880.0,14800.0,14880.0,3.0
2017-12-29 11:00:00,14390.6553,15000.0,15100.0,14990.0,15050.0,4.0
2017-12-29 12:00:00,14978.6084,14960.0,14960.0,14960.0,14960.0,4.0
2017-12-29 13:00:00,14862.7754,14900.0,14900.0,14900.0,14900.0,1.0
2017-12-29 14:00:00,14802.4922,15100.0,15270.0,15100.0,15270.0,2.0
2017-12-29 15:00:00,14918.3027,15020.0,15020.0,14750.0,14750.0,7.0
2017-12-29 16:00:00,14902.4277,14830.0,14830.0,14830.0,14830.0,1.0
2017-12-29 17:00:00,14577.1309,14820.0,14990.0,14380.0,14380.0,37.0
2017-12-29 18:00:00,14519.6055,14457.0,14478.0,14400.0,14460.0,5.0
2017-12-29 19:00:00,14183.2305,14200.0,14200.0,14140.0,14140.0,2.0
2017-12-29 20:00:00,14014.3809,14390.0,14390.0,14390.0,14390.0,1.0
2017-12-29 21:00:00,14338.2656,14270.0,14520.0,14270.0,14520.0,13.5
2017-12-29 22:00:00,14226.8145,14150.0,14650.0,14150.0,14650.0,26.0
2017-12-29 23:00:00,14274.4707,14600.0,14660.0,14580.0,14600.0,17.0
2017-12-30 00:00:00,14501.8906,14750.0,14860.0,14720.0,14860.0,18.0
2017-12-30 01:00:00,14528.6182,15000.0,15070.0,14980.0,15070.0,13.0
2017-12-30 02:00:00,14709.7979,15070.0,15070.0,14810.0,14840.0,15.0
2017-12-30 03:00:00,14608.7803,14840.0,14900.0,14770.0,14770.0,16.0
2017-12-30 04:00:00,14537.6289,14830.0,14930.0,14800.0,14800.0,32.0
2017-12-30 05:00:00,14647.9873,14720.0,14720.0,14610.0,14630.0,9.0
2017-12-30 06:00:00,14379.5391,14689.1,14696.0,14580.5,14599.833333333334,8.966666666666667
2018-01-01 03:00:00,13982.498,14658.2,14672.0,14551.0,14569.666666666666,8.933333333333334
2018-01-01 04:00:00,13877.6426,14627.3,14648.0,14521.5,14539.5,8.9
2018-01-01 05:00:00,13968.4775,14596.4,14624.0,14492.0,14509.333333333334,8.866666666666667
2018-01-01 06:00:00,14159.2773,14565.5,14600.0,14462.5,14479.166666666666,8.833333333333334
2018-01-01 07:00:00,14043.7383,14534.6,14576.0,14433.0,14449.0,8.8
2018-01-01 08:00:00,13924.916000000001,14503.7,14552.0,14403.5,14418.833333333334,8.766666666666666
2018-01-01 09:00:00,13851.165,14472.8,14528.0,14374.0,14388.666666666666,8.733333333333333
2018-01-01 10:00:00,13595.4385,14441.9,14504.0,14344.5,14358.5,8.7
2018-01-01 11:00:00,13338.7529,14411.0,14480.0,14315.0,14328.333333333334,8.666666666666666
2018-01-01 12:00:00,13415.2832,14380.1,14456.0,14285.5,14298.166666666666,8.633333333333333
2018-01-01 13:00:00,13452.5059,14349.2,14432.0,14256.0,14268.0,8.6
2018-01-01 14:00:00,13603.9932,14318.3,14408.0,14226.5,14237.833333333334,8.566666666666666
2018-01-01 15:00:00,13587.5029,14287.4,14384.0,14197.0,14207.666666666666,8.533333333333333
2018-01-01 16:00:00,13833.2051,14256.5,14360.0,14167.5,14177.5,8.5
2018-01-01 17:00:00,13623.8105,14225.6,14336.0,14138.0,14147.333333333334,8.466666666666667
2018-01-01 18:00:00,13550.1377,14194.7,14312.0,14108.5,14117.166666666666,8.433333333333334
2018-01-01 19:00:00,13609.8457,14163.8,14288.0,14079.0,14087.0,8.4
2018-01-01 20:00:00,13574.4043,14132.9,14264.0,14049.5,14056.833333333334,8.366666666666667
2018-01-01 21:00:00,13280.0723,14102.0,14240.0,14020.0,14026.666666666666,8.333333333333334
2018-01-01 22:00:00,13234.4453,14071.1,14216.0,13990.5,13996.5,8.3
2018-01-01 23:00:00,13115.9453,14040.2,14192.0,13961.0,13966.333333333334,8.266666666666667
2018-01-02 00:00:00,13349.792,14009.3,14168.0,13931.5,13936.166666666666,8.233333333333333
2018-01-02 01:00:00,13250.3652,13978.4,14144.0,13902.0,13906.0,8.2
2018-01-02 02:00:00,13093.0957,13947.5,14120.0,13872.5,13875.833333333334,8.166666666666666
2018-01-02 03:00:00,13138.1152,13916.6,14096.0,13843.0,13845.666666666666,8.133333333333333
2018-01-02 04:00:00,13189.9746,13885.7,14072.0,13813.5,13815.5,8.1
2018-01-02 05:00:00,13345.4648,13854.8,14048.0,13784.0,13785.333333333334,8.066666666666666
2018-01-02 06:00:00,13469.0059,13823.9,14024.0,13754.5,13755.166666666666,8.033333333333333
2018-01-02 07:00:00,13618.5146,13793.0,14000.0,13725.0,13725.0,8.0
2018-01-02 08:00:00,13503.4482,13680.0,13960.0,13553.0,13960.0,30.0
2018-01-02 09:00:00,13480.0059,14070.0,14070.0,14070.0,14070.0,1.0
2018-01-02 10:00:00,13834.8203,13940.0,13940.0,13880.0,13880.0,2.0
2018-01-02 11:00:00,13659.5195,13700.0,13700.0,13520.0,13520.0,2.0
2018-01-02 12:00:00,13541.0391,13640.0,13640.0,13350.0,13350.0,9.0
2018-01-02 13:00:00,13357.4893,13470.0,13470.0,13325.0,13325.0,5.0
2018-01-02 14:00:00,13167.0674,13300.0,13300.0,13300.0,13300.0,1.0
2018-01-02 15:00:00,13221.9473,13480.0,13480.0,13480.0,13480.0,2.5
2018-01-02 16:00:00,13446.3789,13660.0,13660.0,13660.0,13660.0,4.0
2018-01-02 17:00:00,13506.7227,13710.0,13710.0,13690.0,13690.0,3.0
2018-01-02 18:00:00,13564.0332,13810.0,13830.0,13810.0,13830.0,2.0
2018-01-02 19:00:00,13634.1465,13950.0,13950.0,13850.0,13850.0,4.0
2018-01-02 20:00:00,13740.5801,13790.0,13790.0,13780.0,13780.0,2.0
2018-01-02 21:00:00,13641.332,14000.0,14000.0,14000.0,14000.0,1.0
2018-01-02 22:00:00,13629.9316,14100.0,14140.0,14100.0,14100.0,17.0
2018-01-02 23:00:00,13967.6465,14100.0,14100.0,13920.0,13924.0,26.0
2018-01-03 00:00:00,13867.3682,13830.0,14000.0,13810.0,14000.0,18.0
2018-01-03 01:00:00,13742.9229,13960.0,14000.0,13830.0,13910.0,15.0
2018-01-03 02:00:00,13695.1904,14060.0,14600.0,14040.0,14600.0,26.0
2018-01-03 03:00:00,13902.6309,14780.0,15250.0,14780.0,15190.0,33.0
2018-01-03 04:00:00,14623.5,15060.0,15330.0,15000.0,15330.0,9.0
2018-01-03 05:00:00,14840.8906,15160.0,15250.0,15050.0,15050.0,8.0
2018-01-03 06:00:00,14840.168,15080.0,15090.0,15080.0,15090.0,2.0
2018-01-03 07:00:00,14789.6074,15050.0,15100.0,14910.0,14940.0,5.0
2018-01-03 08:00:00,14858.8301,14950.0,14950.0,14950.0,14950.0,1.0
2018-01-03 09:00:00,14724.2402,15010.0,15050.0,15000.0,15040.0,4.0
2018-01-03 10:00:00,14849.7754,15050.0,15050.0,15050.0,15050.0,1.0
2018-01-03 11:00:00,14821.2754,15050.0,15450.0,15050.0,15313.0,7.0
2018-01-03 12:00:00,15047.5,15230.0,15230.0,15170.0,15170.0,4.0
2018-01-03 13:00:00,14886.3301,15320.0,15320.0,15210.0,15235.0,5.0
2018-01-03 14:00:00,15097.0947,15410.0,15410.0,15250.0,15300.0,6.0
2018-01-03 15:00:00,15073.8555,15470.0,15600.0,15450.0,15600.0,6.0
2018-01-03 16:00:00,15387.5,15600.0,15600.0,15360.0,15360.0,12.0
2018-01-03 17:00:00,15283.0,15360.0,15370.0,15300.0,15300.0,9.0
2018-01-03 18:00:00,15110.4473,15000.0,15000.0,15000.0,15000.0,2.0
2018-01-03 19:00:00,14831.9961,14966.666666666666,14966.666666666666,14966.666666666666,14966.666666666666,1.6666666666666665
2018-01-03 20:00:00,14700.0352,14933.333333333334,14933.333333333334,14933.333333333334,14933.333333333334,1.3333333333333333
2018-01-03 21:00:00,14893.4902,14900.0,14900.0,14900.0,14900.0,1.0
2018-01-03 22:00:00,14613.7969,15050.0,15050.0,15050.0,15050.0,1.0
2018-01-03 23:00:00,14958.7256,15260.0,15260.0,15260.0,15260.0,1.0
2018-01-04 00:00:00,14893.7705,15250.0,15360.0,15250.0,15360.0,7.0
2018-01-04 01:00:00,15090.9854,15260.0,15290.0,15250.0,15290.0,8.0
2018-01-04 02:00:00,15110.2959,15260.0,15260.0,15000.0,15000.0,9.0
2018-01-04 03:00:00,14928.5986,14960.0,15060.0,14960.0,15060.0,7.0
2018-01-04 04:00:00,14783.3896,14950.0,14980.0,14950.0,14960.0,3.0
2018-01-04 05:00:00,14772.4277,14990.0,15120.0,14990.0,15090.0,12.0
2018-01-04 06:00:00,14979.2773,15160.0,15160.0,15160.0,15160.0,1.0
2018-01-04 07:00:00,15061.2676,15180.0,15200.0,15020.0,15020.0,4.0
2018-01-04 08:00:00,14858.0381,15260.0,15300.0,15260.0,15290.0,3.0
2018-01-04 09:00:00,15147.5029,15200.0,15200.0,15200.0,15200.0,1.0
2018-01-04 10:00:00,15112.583999999999,15350.0,15500.0,15270.0,15500.0,4.0
2018-01-04 11:00:00,15362.3232,15460.0,15460.0,15460.0,15460.0,1.0
2018-01-04 12:00:00,15263.3877,15265.0,15265.0,15230.0,15230.0,2.0
2018-01-04 13:00:00,15123.4629,15070.0,15070.0,15000.0,15000.0,3.0
2018-01-04 14:00:00,14974.4531,15110.0,15210.0,15110.0,15210.0,3.0
2018-01-04 15:00:00,14955.0205,15130.0,15260.0,15000.0,15000.0,5.0
2018-01-04 16:00:00,14944.4131,14980.0,14980.0,14700.0,14700.0,6.0
2018-01-04 17:00:00,14881.0459,14600.0,14700.0,14400.0,14490.0,33.0
2018-01-04 18:00:00,14362.7559,14620.0,14650.0,14610.0,14650.0,3.0
2018-01-04 19:00:00,14530.2998,14710.0,14730.0,14570.0,14570.0,8.0
2018-01-04 20:00:00,14497.4883,14670.0,14670.0,14570.0,14570.0,3.0
2018-01-04 21:00:00,14594.6953,14590.0,14660.0,14490.0,14660.0,36.0
2018-01-04 22:00:00,14459.3281,14710.0,14710.0,14710.0,14710.0,4.0
2018-01-04 23:00:00,14598.8027,14670.0,14840.0,14660.0,14660.0,6.0
2018-01-05 00:00:00,14651.2461,14680.0,14760.0,14610.0,14640.0,19.0
2018-01-05 01:00:00,14600.8428,14680.0,14920.0,14680.0,14920.0,14.0
2018-01-05 02:00:00,14598.9082,14910.0,15000.0,14800.0,14990.0,18.0
2018-01-05 03:00:00,14719.7354,14930.0,14930.0,14870.0,14930.0,7.0
2018-01-05 04:00:00,14797.4355,15130.0,15186.0,15040.0,15186.0,15.0
2018-01-05 05:00:00,14990.168,15160.0,15207.333333333334,15100.0,15207.333333333334,10.666666666666666
2018-01-05 06:00:00,14887.8457,15190.0,15228.666666666666,15160.0,15228.666666666666,6.333333333333333
2018-01-05 07:00:00,14946.3496,15220.0,15250.0,15220.0,15250.0,2.0
2018-01-05 08:00:00,15041.498,15110.0,15110.0,15100.0,15100.0,3.0
2018-01-05 09:00:00,15172.2627,15195.0,15255.0,15190.0,15240.0,11.5
2018-01-05 10:00:00,15060.5361,15280.0,15400.0,15280.0,15380.0,20.0
2018-01-05 11:00:00,15073.5527,15300.0,15300.0,15300.0,15300.0,1.0
2018-01-05 12:00:00,15119.0156,15020.0,15020.0,15020.0,15020.0,1.0
2018-01-05 13:00:00,14962.0254,15000.0,15000.0,15000.0,15000.0,1.0
2018-01-05 14:00:00,14949.6973,15005.0,15024.5,15000.0,15024.5,2.5
2018-01-05 15:00:00,15046.1455,15010.0,15049.0,15000.0,15049.0,4.0
2018-01-05 16:00:00,14963.5078,15250.0,15300.0,15250.0,15300.0,2.0
2018-01-05 17:00:00,14950.3359,15500.0,16040.0,15500.0,15980.0,21.0
2018-01-05 18:00:00,15452.5479,16130.0,16130.0,16020.0,16080.0,3.0
2018-01-05 19:00:00,15848.5381,16130.0,16320.0,16000.0,16210.0,30.0
2018-01-05 20:00:00,16046.0703,16250.0,16300.0,16220.0,16220.0,16.0
2018-01-05 21:00:00,16097.3496,16010.0,16050.0,16000.0,16050.0,11.0
2018-01-05 22:00:00,15878.7354,16100.0,16170.0,16090.0,16130.0,9.0
2018-01-05 23:00:00,16008.0996,16250.0,16320.0,16150.0,16150.0,9.0
2018-01-06 00:00:00,16060.248,16150.0,16500.0,16120.0,16500.0,23.0
2018-01-06 01:00:00,16047.4961,16440.0,16540.0,16440.0,16540.0,2.0
2018-01-06 02:00:00,16304.2324,16570.0,16700.0,16510.0,16660.0,20.0
2018-01-06 03:00:00,16393.3984,16530.0,16530.0,16450.0,16483.0,9.0
2018-01-06 04:00:00,16422.8652,16500.0,16580.0,16500.0,16550.0,17.0
2018-01-06 05:00:00,16457.9336,16570.0,16800.0,16500.0,16760.0,9.0
2018-01-06 06:00:00,16588.3594,16591.666666666668,16783.333333333332,16500.0,16716.666666666668,7.833333333333334
2018-01-08 03:00:00,15890.0762,16613.333333333332,16766.666666666668,16500.0,16673.333333333332,6.666666666666667
2018-01-08 04:00:00,16097.8457,16635.0,16750.0,16500.0,16630.0,5.5
2018-01-08 05:00:00,16121.7207,16656.666666666668,16733.333333333332,16500.0,16586.666666666668,4.333333333333334
2018-01-08 06:00:00,16157.3271,16678.333333333332,16716.666666666668,16500.0,16543.333333333332,3.166666666666667
2018-01-08 07:00:00,16200.002,16700.0,16700.0,16500.0,16500.0,2.0
2018-01-08 08:00:00,16412.6016,16410.0,16450.0,16211.0,16390.0,6.0
2018-01-08 09:00:00,16174.8359,16350.0,16350.0,16000.0,16040.0,4.0
2018-01-08 10:00:00,15946.6201,16120.0,16180.0,16120.0,16180.0,3.0
2018-01-08 11:00:00,15906.1807,15900.0,15900.0,15840.0,15870.0,3.0
2018-01-08 12:00:00,15917.9727,15850.0,15980.0,15750.0,15940.0,8.0
2018-01-08 13:00:00,15636.3613,15970.0,16000.0,15970.0,16000.0,2.0
2018-01-08 14:00:00,15650.5,16040.0,16040.0,16040.0,16040.0,1.0
2018-01-08 15:00:00,15853.2031,16010.0,16010.0,16000.0,16000.0,2.0
2018-01-08 16:00:00,15815.7686,15880.0,15880.0,15820.0,15825.0,48.0
2018-01-08 17:00:00,15890.4199,15750.0,15750.0,15640.0,15650.0,94.0
2018-01-08 18:00:00,15495.1406,15670.0,15670.0,15500.0,15590.0,6.0
2018-01-08 19:00:00,15199.4912,15510.0,15510.0,15510.0,15510.0,1.0
2018-01-08 20:00:00,15353.1299,15640.0,15694.0,15550.0,15550.0,5.0
2018-01-08 21:00:00,15496.9326,15500.0,15600.0,15060.0,15060.0,10.0
2018-01-08 22:00:00,15403.4756,15030.0,15050.0,14830.0,15050.0,30.0
2018-01-08 23:00:00,14842.1699,15000.0,15050.0,14040.0,14680.0,91.0
2018-01-09 00:00:00,14404.376,14750.0,14980.0,14550.0,14890.0,34.0
2018-01-09 01:00:00,14566.7588,14850.0,15090.0,14850.0,15000.0,27.0
2018-01-09 02:00:00,14866.4824,14770.0,15150.0,14750.0,15150.0,14.0
2018-01-09 03:00:00,14786.877,15170.0,15170.0,15060.0,15150.0,11.0
2018-01-09 04:00:00,14983.9277,15160.0,15250.0,14750.0,14750.0,15.0
2018-01-09 05:00:00,15105.9541,14950.0,15010.0,14940.0,15010.0,11.0
2018-01-09 06:00:00,14978.165,15100.0,15100.0,15100.0,15100.0,1.0
2018-01-09 07:00:00,14935.6934,14750.0,14880.0,14680.0,14880.0,5.0
2018-01-09 08:00:00,14713.1025,14880.0,15100.0,14880.0,15100.0,4.0
2018-01-09 09:00:00,14992.8711,15200.0,15250.0,15200.0,15250.0,2.0
2018-01-09 10:00:00,15237.2178,15268.0,15268.0,15268.0,15268.0,1.0
2018-01-09 11:00:00,15273.2832,15284.0,15284.0,15284.0,15284.0,1.5
2018-01-09 12:00:00,15239.6709,15300.0,15300.0,15300.0,15300.0,2.0
2018-01-09 13:00:00,15257.9902,15450.0,15480.0,15410.0,15410.0,3.0
2018-01-09 14:00:00,15367.9736,15225.0,15310.0,15205.0,15260.0,3.0
2018-01-09 15:00:00,15031.75,15000.0,15140.0,15000.0,15110.0,3.0
2018-01-09 16:00:00,14974.6348,15250.0,15250.0,15250.0,15250.0,1.0
2018-01-09 17:00:00,15146.0566,15125.0,15125.0,15125.0,15125.0,1.5
2018-01-09 18:00:00,15171.0215,15000.0,15000.0,15000.0,15000.0,2.0
2018-01-09 19:00:00,14850.5,14750.0,14750.0,14610.0,14700.0,3.0
2018-01-09 20:00:00,14596.5,15000.0,15000.0,14970.0,14970.0,2.0
2018-01-09 21:00:00,14778.4316,14500.0,14540.0,14460.0,14540.0,3.0
2018-01-09 22:00:00,14738.0,14380.0,14560.0,14380.0,14450.0,14.0
2018-01-09 23:00:00,14170.0566,14550.0,14820.0,14550.0,14810.0,26.0
2018-01-10 00:00:00,14565.3281,14750.0,14850.0,14700.0,14850.0,23.0
2018-01-10 01:00:00,14695.3984,14920.0,15030.0,14920.0,15030.0,19.0
2018-01-10 02:00:00,14956.248,15020.0,15020.0,15020.0,15020.0,1.0
2018-01-10 03:00:00,14967.2695,15020.0,15020.0,14910.0,14930.0,6.0
2018-01-10 04:00:00,14811.6406,14870.0,14870.0,14780.0,14780.0,4.0
2018-01-10 05:00:00,14733.0957,14880.0,14880.0,14860.0,14870.0,8.0
2018-01-10 06:00:00,14781.8203,14750.0,14750.0,14750.0,14750.0,1.0
2018-01-10 07:00:00,14554.0693,14540.0,14540.0,14500.0,14500.0,3.0
2018-01-10 08:00:00,14416.3711,14490.0,14490.0,14000.0,14000.0,6.0
2018-01-10 09:00:00,14462.8955,14380.0,14380.0,14380.0,14380.0,1.0
2018-01-10 10:00:00,14096.5215,14270.0,14270.0,14260.0,14260.0,3.0
2018-01-10 11:00:00,14178.167,14340.0,14340.0,14340.0,14340.0,2.0
2018-01-10 12:00:00,14273.0947,14170.0,14170.0,14170.0,14170.0,1.0
2018-01-10 13:00:00,14129.7266,14350.0,14350.0,14350.0,14350.0,2.0
2018-01-10 14:00:00,14366.4863,14300.0,14300.0,14300.0,14300.0,1.0
2018-01-10 15:00:00,14176.835,14305.0,14305.0,13975.0,14040.0,9.5
2018-01-10 16:00:00,14252.5205,14310.0,14310.0,13650.0,13780.0,18.0
2018-01-10 17:00:00,14119.9824,13750.0,13830.0,13640.0,13750.0,6.0
2018-01-10 18:00:00,13524.6426,13960.0,14020.0,13900.0,13910.0,34.0
2018-01-10 19:00:00,13882.7051,13900.0,13900.0,13900.0,13900.0,1.0
2018-01-10 20:00:00,13901.96,14180.0,14250.0,14120.0,14250.0,5.0
2018-01-10 21:00:00,14107.3867,14070.0,14070.0,14000.0,14000.0,3.0
2018-01-10 22:00:00,13904.5186,13850.0,13850.0,13850.0,13850.0,1.0
2018-01-10 23:00:00,13867.0703,13850.0,14290.0,13750.0,14290.0,18.0
2018-01-11 00:00:00,13793.9707,14240.0,14800.0,14240.0,14800.0,11.0
2018-01-11 01:00:00,14399.8105,14580.0,14600.0,14500.0,14580.0,11.0
2018-01-11 02:00:00,14516.4902,14610.0,14750.0,14610.0,14750.0,2.0
2018-01-11 03:00:00,14552.0381,14580.0,14650.0,14500.0,14500.0,5.0
2018-01-11 04:00:00,14522.2148,14560.0,14610.0,14520.0,14535.0,3.5
2018-01-11 05:00:00,14349.0059,14540.0,14570.0,14540.0,14570.0,2.0
2018-01-11 06:00:00,14449.6328,14600.0,14640.0,14600.0,14640.0,2.0
2018-01-11 07:00:00,14495.4746,14620.0,14620.0,14620.0,14620.0,9.0
2018-01-11 08:00:00,14492.4932,14750.0,15000.0,14750.0,15000.0,6.0
2018-01-11 09:00:00,14894.5498,14750.0,14750.0,14700.0,14700.0,2.0
2018-01-11 10:00:00,14662.1445,14700.0,14700.0,14700.0,14700.0,1.0
2018-01-11 11:00:00,14503.7451,14500.0,14500.0,13730.0,13730.0,15.0
2018-01-11 12:00:00,14256.248,13940.0,13940.0,12830.0,13200.0,50.0
2018-01-11 13:00:00,13269.6914,13280.0,13540.0,13040.0,13500.0,19.0
2018-01-11 14:00:00,13308.6299,13460.0,13500.0,13200.0,13200.0,9.0
2018-01-11 15:00:00,13124.4297,13410.0,13750.0,13410.0,13750.0,3.0
2018-01-11 16:00:00,13390.0059,13890.0,13890.0,13890.0,13890.0,1.0
2018-01-11 17:00:00,13614.8262,13910.0,13910.0,13910.0,13910.0,2.0
2018-01-11 18:00:00,13738.0859,13610.0,13610.0,13550.0,13550.0,5.0
2018-01-11 19:00:00,13553.2461,13460.0,13460.0,13450.0,13450.0,2.0
2018-01-11 20:00:00,13301.25,13390.0,13800.0,13390.0,13800.0,5.0
2018-01-11 21:00:00,13485.8105,13810.0,13940.0,13810.0,13940.0,2.0
2018-01-11 22:00:00,13800.5,13770.0,14105.0,13770.0,14045.0,20.0
2018-01-11 23:00:00,13719.2529,13730.0,14270.0,13730.0,14150.0,38.0
2018-01-12 00:00:00,13916.0,14050.0,14099.0,13910.0,14030.0,15.0
2018-01-12 01:00:00,13993.6758,14100.0,14100.0,13750.0,13750.0,13.0
2018-01-12 02:00:00,13895.0156,13700.0,13750.0,13680.0,13750.0,6.0
2018-01-12 03:00:00,13636.3555,13890.0,13950.0,13850.0,13900.0,15.0
2018-01-12 04:00:00,13727.9941,13500.0,13500.0,13190.0,13190.0,21.0
2018-01-12 05:00:00,13401.2246,13500.0,13500.0,13400.0,13433.0,7.0
2018-01-12 06:00:00,13465.9063,13560.0,13560.0,13560.0,13560.0,1.0
2018-01-12 07:00:00,13465.0254,13250.0,13250.0,12971.0,13250.0,7.0
2018-01-12 08:00:00,13116.2266,13340.0,13340.0,13220.0,13250.0,3.0
2018-01-12 09:00:00,13288.2656,13000.0,13280.0,13000.0,13280.0,5.0
2018-01-12 10:00:00,13099.6465,13500.0,13560.0,13500.0,13520.0,13.0
2018-01-12 11:00:00,13437.1016,13560.0,13560.0,13560.0,13560.0,1.0
2018-01-12 12:00:00,13461.748,13640.0,13750.0,13640.0,13750.0,4.0
2018-01-12 13:00:00,13639.2598,13622.0,13780.0,13500.0,13500.0,7.0
2018-01-12 14:00:00,13699.9863,13661.0,13740.0,13600.0,13600.0,4.5
2018-01-12 15:00:00,13611.291000000001,13700.0,13700.0,13700.0,13700.0,2.0
2018-01-12 16:00:00,13731.5,13580.0,13580.0,13580.0,13580.0,1.0
2018-01-12 17:00:00,13631.3555,13640.0,13660.0,13500.0,13500.0,11.0
2018-01-12 18:00:00,13601.9199,13530.0,14004.0,13530.0,14004.0,6.0
2018-01-12 19:00:00,13506.9063,13960.0,14130.0,13960.0,14120.0,5.0
2018-01-12 20:00:00,13950.5,14040.0,14040.0,14040.0,14040.0,1.0
2018-01-12 21:00:00,13960.0957,13960.0,14050.0,13960.0,14000.0,3.0
2018-01-12 22:00:00,14049.9961,14040.0,14060.0,13800.0,13810.0,6.0
2018-01-12 23:00:00,13862.9395,13900.0,13950.0,13780.0,13780.0,16.0
2018-01-13 00:00:00,13915.0059,13750.0,13750.0,13470.0,13470.0,17.0
2018-01-13 01:00:00,13610.7305,13460.0,13570.0,13460.0,13490.0,9.0
2018-01-13 02:00:00,13574.4141,13620.0,13650.0,13460.0,13460.0,8.0
2018-01-13 03:00:00,13600.3789,13550.0,13620.0,13503.0,13620.0,25.0
2018-01-13 04:00:00,13509.5459,13610.0,13940.0,13610.0,13940.0,21.0
2018-01-13 05:00:00,13766.1123,13960.0,13980.0,13770.0,13770.0,7.0
2018-01-13 06:00:00,13897.2842,13961.333333333334,13980.666666666666,13761.0,13761.0,6.933333333333334
2018-01-15 03:00:00,13497.8262,13962.666666666666,13981.333333333334,13752.0,13752.0,6.866666666666667
2018-01-15 04:00:00,13512.5664,13964.0,13982.0,13743.0,13743.0,6.8
2018-01-15 05:00:00,13335.6914,13965.333333333334,13982.666666666666,13734.0,13734.0,6.733333333333333
2018-01-15 06:00:00,13453.9355,13966.666666666666,13983.333333333334,13725.0,13725.0,6.666666666666667
2018-01-15 07:00:00,13383.2793,13968.0,13984.0,13716.0,13716.0,6.6
2018-01-15 08:00:00,13573.1299,13969.333333333334,13984.666666666666,13707.0,13707.0,6.533333333333333
2018-01-15 09:00:00,13642.3027,13970.666666666666,13985.333333333334,13698.0,13698.0,6.466666666666667
2018-01-15 10:00:00,13719.7344,13972.0,13986.0,13689.0,13689.0,6.4
2018-01-15 11:00:00,13623.333999999999,13973.333333333334,13986.666666666666,13680.0,13680.0,6.333333333333333
2018-01-15 12:00:00,13501.8018,13974.666666666666,13987.333333333334,13671.0,13671.0,6.266666666666667
2018-01-15 13:00:00,13526.665,13976.0,13988.0,13662.0,13662.0,6.2
2018-01-15 14:00:00,13619.4336,13977.333333333334,13988.666666666666,13653.0,13653.0,6.133333333333333
