btcdate,btcbegin,btchigh,btclow,btcend,cboedate,cboebegin,cboehigh,cboelow,cboeend,cboevolumn
2018/2/13 15:00,8614.9678,8719.7197,8580.2227,8714.4619,2018/2/13 15:00,8610 ,8760 ,8610 ,8760 ,23 
2018/2/13 14:00,8586.0791,8631.8848,8576.958,8614.9678,2018/2/13 14:00,8600 ,8650 ,8590 ,8640 ,17 
2018/2/13 13:00,8764.9375,8776.2646,8550.5967,8586.0791,2018/2/13 13:00,8640 ,8650 ,8580 ,8620 ,69 
2018/2/13 12:00,8715.3838,8766.3535,8688.2939,8765.0205,2018/2/13 12:00,8710 ,8780 ,8640 ,8640 ,25 
2018/2/13 11:00,8753.3652,8753.3906,8662.0449,8711.2832,2018/2/13 11:00,8730 ,8770 ,8670 ,8730 ,57 
2018/2/13 10:00,8924.0762,8926.9355,8728.9492,8753.3652,2018/2/13 10:00,8850 ,8860 ,8710 ,8740 ,41 
2018/2/13 9:00,8883.6895,8935.1123,8825.0605,8924.0762,2018/2/13 9:00,8910 ,8970 ,8830 ,8830 ,20 
2018/2/13 8:00,8885.7949,8980.3652,8833.3584,8883.6895,2018/2/13 8:00,9030 ,9050 ,8910 ,8950 ,25 
2018/2/13 7:00,8831.25,8885.7949,8729.9844,8885.7949,2018/2/13 7:00,8870 ,9020 ,8870 ,9010 ,11 
2018/2/13 6:00,8841.6152,8863.9902,8749.9121,8831.25,2018/2/13 6:00,8800 ,8800 ,8790 ,8790 ,2 
2018/2/13 5:00,8784.0645,8899.7598,8754.2656,8841.6152,2018/2/13 5:00,8890 ,8970 ,8870 ,8870 ,18 
2018/2/13 4:00,8664.7666,8793.4043,8643.1533,8784.7588,2018/2/13 4:00,8800 ,8930 ,8753 ,8930 ,86 
2018/2/13 3:00,8759.1875,8762.6973,8621.8555,8664.7637,2018/2/13 3:00,8690 ,8767 ,8690 ,8767 ,63 
2018/2/13 2:00,8671.0078,8761.6299,8617.8604,8759.1875,2018/2/13 2:00,8740 ,8800 ,8690 ,8690 ,52 
2018/2/13 1:00,8656.7598,8732.1563,8635.6055,8671.0078,2018/2/13 1:00,8730 ,8770 ,8660 ,8740 ,53 
2018/2/13 0:00,8556.1719,8675.9141,8555.7676,8656.7598,2018/2/13 0:00,8660 ,8750 ,8630 ,8750 ,57 
2018/2/12 23:00,8675.2754,8693.9922,8521.6055,8556.1719,2018/2/12 23:00,8660 ,8671 ,8590 ,8671 ,74 
2018/2/12 22:00,8770.0693,8784.0039,8647.1055,8675.2754,2018/2/12 22:00,8810 ,8830 ,8650 ,8650 ,104 
2018/2/12 21:00,8662.7959,8771.4717,8660.0645,8770.0693,2018/2/12 21:00,8790 ,8850 ,8790 ,8825 ,58 
2018/2/12 20:00,8833.9639,8838.042,8649.2695,8662.7959,2018/2/12 20:00,8790 ,8820 ,8740 ,8750 ,19 
2018/2/12 19:00,8799.3457,8849.2266,8729.9521,8833.9639,2018/2/12 19:00,8860 ,8950 ,8800 ,8800 ,35 
2018/2/12 18:00,8770.6416,8816.5342,8721.9844,8799.3457,2018/2/12 18:00,8850 ,8880 ,8830 ,8830 ,10 
2018/2/12 17:00,8467.0527,8808.376,8461.9199,8770.6416,2018/2/12 17:00,8780 ,8920 ,8780 ,8840 ,40 
2018/2/12 16:00,8422.6924,8525.8838,8372.8926,8467.0527,2018/2/12 16:00,8580 ,8840 ,8580 ,8830 ,23 
2018/2/12 15:00,8373.6494,8467.2588,8364.1699,8422.6924,2018/2/12 15:00,8500 ,8610 ,8450 ,8600 ,11 
2018/2/12 14:00,8491.5547,8496.2852,8358.8945,8373.6523,2018/2/12 14:00,8470 ,8470 ,8410 ,8410 ,4 
2018/2/12 13:00,8486.125,8554.5293,8458.5967,8491.8008,2018/2/12 13:00,8530 ,8530 ,8520 ,8520 ,4 
2018/2/12 12:00,8538.7188,8566.7529,8443.752,8486.125,2018/2/12 12:00,,,,,
2018/2/12 11:00,8349.1885,8545.2695,8305.4688,8538.7188,2018/2/12 11:00,8480 ,8580 ,8480 ,8550 ,17 
2018/2/12 10:00,8210.2695,8431.7793,8169.4238,8349.1885,2018/2/12 10:00,8490 ,8490 ,8380 ,8470 ,16 
2018/2/12 9:00,8072.5605,8266.4648,8071.3877,8210.2695,2018/2/12 9:00,8210 ,8300 ,8200 ,8300 ,12 
2018/2/12 8:00,8303.6152,8308.627,8026.0039,8072.5605,2018/2/12 8:00,8150 ,8260 ,8070 ,8250 ,21 
2018/2/12 7:00,8315.0938,8330.25,8248.5488,8303.6025,2018/2/12 7:00,8360 ,8380 ,8140 ,8170 ,45 
2018/2/12 6:00,8233.082,8349.6445,8217.2783,8315.0996,2018/2/12 6:00,,,,,
2018/2/12 5:00,8288.7227,8294.501,8197.3496,8233.082,2018/2/12 5:00,,,,,
2018/2/12 4:00,8336.6152,8397.4961,8245.9902,8288.7227,2018/2/12 4:00,,,,,
2018/2/12 3:00,8206.5137,8346.1406,8193.8916,8336.6152,2018/2/12 3:00,,,,,
2018/2/10 6:00,8566.4492,8634.8252,8471.5996,8552.6484,2018/2/10 6:00,,,,,
2018/2/10 5:00,8632.8828,8722.8848,8532.2988,8571.6738,2018/2/10 5:00,8630 ,8710 ,8610 ,8660 ,27 
2018/2/10 4:00,8621.0234,8724.9941,8617.0938,8632.8887,2018/2/10 4:00,8760 ,8760 ,8660 ,8680 ,23 
2018/2/10 3:00,8621.8828,8728.7285,8576.4902,8617.8535,2018/2/10 3:00,8700 ,8740 ,8610 ,8740 ,44 
2018/2/10 2:00,8376.375,8710.1035,8370.2051,8621.8828,2018/2/10 2:00,8550 ,8800 ,8550 ,8650 ,130 
2018/2/10 1:00,8319.752,8409.4648,8316.333,8376.375,2018/2/10 1:00,8390 ,8540 ,8380 ,8520 ,54 
2018/2/10 0:00,8409.6309,8450.1426,8306.4121,8319.752,2018/2/10 0:00,8400 ,8430 ,8350 ,8410 ,22 
2018/2/9 23:00,8274.7275,8480.916,8258.1094,8409.6309,2018/2/9 23:00,8432 ,8540 ,8425 ,8444 ,102 
2018/2/9 22:00,8214.375,8299.5977,8200.2246,8271.0273,2018/2/9 22:00,8255 ,8450 ,8255 ,8360 ,54 
2018/2/9 21:00,8264.6094,8275.8047,8174.2734,8214.375,2018/2/9 21:00,8200 ,8280 ,8200 ,8240 ,9 
2018/2/9 20:00,8240.9844,8354.9023,8202.542,8264.6094,2018/2/9 20:00,8320 ,8400 ,8200 ,8200 ,39 
2018/2/9 19:00,8257.5,8325.5547,8160.9033,8240.9844,2018/2/9 19:00,8230 ,8330 ,8230 ,8310 ,40 
2018/2/9 18:00,8080.2734,8326.7969,8064.1484,8258,2018/2/9 18:00,8280 ,8340 ,8270 ,8340 ,17 
2018/2/9 17:00,8007.5039,8098.6484,7878.6484,8080.2734,2018/2/9 17:00,7920 ,8310 ,7920 ,8290 ,35 
2018/2/9 16:00,7959.8672,8069.332,7952.6582,8006.2764,2018/2/9 16:00,8050 ,8050 ,7890 ,7920 ,18 
2018/2/9 15:00,7877.1025,7983.7656,7819.0254,7957.7988,2018/2/9 15:00,7930 ,8080 ,7920 ,8040 ,8 
2018/2/9 14:00,7845.5742,7929.4004,7752.0684,7877.1025,2018/2/9 14:00,7770 ,7900 ,7750 ,7900 ,38 
2018/2/9 13:00,8083.8809,8085.1035,7825.6738,7847.8018,2018/2/9 13:00,7920 ,7920 ,7760 ,7760 ,47 
2018/2/9 12:00,8123.1348,8127.5488,7911.0605,8083.8809,2018/2/9 12:00,7950 ,8080 ,7940 ,7960 ,28 
2018/2/9 11:00,7998.6484,8138.0234,7916.9756,8123.1348,2018/2/9 11:00,8000 ,8170 ,7900 ,7960 ,26 
2018/2/9 10:00,7923.5488,8025.7012,7801.2266,7998.6484,2018/2/9 10:00,7920 ,8020 ,7920 ,8020 ,10 
2018/2/9 9:00,8237.7852,8242.1855,7849.375,7923.5488,2018/2/9 9:00,8100 ,8100 ,7820 ,7880 ,16 
2018/2/9 8:00,8223.0996,8313.0361,8158.7939,8237.7852,2018/2/9 8:00,8240 ,8240 ,8160 ,8160 ,11 
2018/2/9 7:00,8171.1855,8349.002,8120.7607,8223.0996,2018/2/9 7:00,8290 ,8330 ,8220 ,8330 ,22 
2018/2/9 6:00,8296.9102,8372.4922,8158.4502,8171.1855,2018/2/9 6:00,8180 ,8290 ,8180 ,8200 ,48 
2018/2/9 5:00,8399.6504,8406.082,8279.4961,8296.9102,2018/2/9 5:00,8430 ,8430 ,8290 ,8290 ,26 
2018/2/9 4:00,8211.668,8456.4551,8187.2148,8399.6504,2018/2/9 4:00,8310 ,8550 ,8310 ,8430 ,108 
2018/2/9 3:00,8187.2188,8261.1582,8047.833,8211.668,2018/2/9 3:00,8130 ,8350 ,8130 ,8350 ,51 
2018/2/9 2:00,8281.8496,8282.7793,8147.9551,8187.2188,2018/2/9 2:00,8180 ,8310 ,8070 ,8140 ,42 
2018/2/9 1:00,8226.8652,8305.4492,8126.9746,8279.5742,2018/2/9 1:00,8270 ,8330 ,8160 ,8160 ,50 
2018/2/9 0:00,8421.3379,8449.0557,8210.5547,8226.8652,2018/2/9 0:00,8420 ,8420 ,8180 ,8190 ,132 
2018/2/8 23:00,8454.4746,8500.8203,8347.9258,8421.3379,2018/2/8 23:00,8420 ,8540 ,8390 ,8420 ,16 
2018/2/8 22:00,8594.9844,8601.8594,8447.4004,8454.4746,2018/2/8 22:00,8560 ,8560 ,8430 ,8490 ,54 
2018/2/8 21:00,8482.9453,8629.2188,8353.1279,8594.9844,2018/2/8 21:00,8550 ,8690 ,8540 ,8600 ,52 
2018/2/8 20:00,8550.0059,8560.5488,8445.2871,8482.9453,2018/2/8 20:00,8540 ,8540 ,8410 ,8450 ,20 
2018/2/8 19:00,8330.4941,8599.2246,8302.0762,8547.8555,2018/2/8 19:00,8540 ,8650 ,8530 ,8570 ,12 
2018/2/8 18:00,8236.8262,8342.8184,8148.4043,8330.9844,2018/2/8 18:00,8240 ,8620 ,8240 ,8540 ,24 
2018/2/8 17:00,8318.5898,8368.335,8194.1309,8236.8262,2018/2/8 17:00,8240 ,8310 ,8200 ,8200 ,39 
2018/2/8 16:00,8024.8594,8332.4551,7990.666,8318.5898,2018/2/8 16:00,8250 ,8400 ,8250 ,8400 ,39 
2018/2/8 15:00,7980.3789,8049.2793,7881.0352,8024.8594,2018/2/8 15:00,8050 ,8190 ,8050 ,8130 ,30 
2018/2/8 14:00,8156.7207,8214.2695,7980.3457,7980.3789,2018/2/8 14:00,8120 ,8120 ,8120 ,8120 ,2 
2018/2/8 13:00,7987.5293,8238.793,7950.709,8158.1211,2018/2/8 13:00,8310 ,8310 ,8100 ,8100 ,18 
2018/2/8 12:00,8030.8145,8102,7869.4238,7987.5293,2018/2/8 12:00,8060 ,8280 ,8060 ,8270 ,6 
2018/2/8 11:00,7876.6367,8142.7148,7876.6367,8030.7949,2018/2/8 11:00,8140 ,8170 ,7950 ,7950 ,8 
2018/2/8 10:00,7709.6211,7926.7637,7572.1484,7876.6367,2018/2/8 10:00,7950 ,8150 ,7910 ,8090 ,28 
2018/2/8 9:00,7578.8359,7819.2598,7571.9941,7709.6211,2018/2/8 9:00,7830 ,7830 ,7710 ,7820 ,18 
2018/2/8 8:00,7850.6348,7852.4453,7534.7051,7578.8359,2018/2/8 8:00,7750 ,7750 ,7600 ,7620 ,9 
2018/2/8 7:00,8087.4834,8090.6748,7780.7021,7850.6348,2018/2/8 7:00,7910 ,7940 ,7720 ,7740 ,51 
2018/2/8 6:00,8155.4043,8264.9512,8037.2344,8087.5088,2018/2/8 6:00,8180 ,8280 ,7820 ,7880 ,91 
2018/2/8 5:00,8160.7539,8221.6553,7971.0098,8155.4102,2018/2/8 5:00,8000 ,8300 ,8000 ,8280 ,27 
2018/2/8 4:00,8248.2461,8259.9961,8057.8906,8160.7539,2018/2/8 4:00,8230 ,8230 ,8100 ,8150 ,12 
2018/2/8 3:00,8333.8145,8430.8906,8236.377,8248.2461,2018/2/8 3:00,8310 ,8400 ,8240 ,8260 ,11 
2018/2/8 2:00,8013.8164,8355.1992,8010.8906,8333.0156,2018/2/8 2:00,8350 ,8510 ,8341 ,8390 ,36 
2018/2/8 1:00,8211.2539,8250.2793,7953.5771,8013.8105,2018/2/8 1:00,8070 ,8310 ,8000 ,8310 ,52 
2018/2/8 0:00,8257.0859,8340.6973,8086.957,8211.2539,2018/2/8 0:00,8220 ,8290 ,8140 ,8160 ,18 
2018/2/7 23:00,8299.9863,8428.5801,8118.5039,8257.0859,2018/2/7 23:00,8170 ,8370 ,8170 ,8270 ,34 
2018/2/7 22:00,8374.9961,8608.9043,8289.3301,8299.9863,2018/2/7 22:00,8400 ,8480 ,8230 ,8260 ,20 
2018/2/7 21:00,8261.2949,8436.9688,8132.1602,8374.9961,2018/2/7 21:00,8260 ,8580 ,8220 ,8580 ,32 
2018/2/7 20:00,8228.3496,8331.1992,8066.373,8261.2949,2018/2/7 20:00,8080 ,8270 ,8080 ,8150 ,73 
2018/2/7 19:00,7976.666,8239.5,7913.248,8228.3496,2018/2/7 19:00,8170 ,8340 ,8090 ,8090 ,8 
2018/2/7 18:00,7668.7949,7996.5049,7668.7949,7976.666,2018/2/7 18:00,7990 ,8260 ,7990 ,8200 ,32 
2018/2/7 17:00,7724.9043,7792.4883,7614.7246,7668.7949,2018/2/7 17:00,7800 ,7950 ,7710 ,7950 ,11 
2018/2/7 16:00,7496.0469,7765.8574,7365.3047,7724.9043,2018/2/7 16:00,7530 ,7800 ,7530 ,7800 ,66 
2018/2/7 15:00,7455.0254,7498.6953,7281.9551,7496.0469,2018/2/7 15:00,7450 ,7470 ,7450 ,7470 ,2 
2018/2/7 14:00,7495.9121,7571.4482,7342.6152,7455.0254,2018/2/7 14:00,7340 ,7340 ,7340 ,7340 ,1 
2018/2/7 13:00,7271.4492,7573.0254,7207.5059,7495.9121,2018/2/7 13:00,7520 ,7590 ,7520 ,7590 ,2 
2018/2/7 12:00,7348.1016,7430.7305,7212.1191,7271.4492,2018/2/7 12:00,7360 ,7360 ,7230 ,7250 ,26 
2018/2/7 11:00,7619.541,7746.0059,7321.127,7348.1016,2018/2/7 11:00,7480 ,7530 ,7300 ,7340 ,77 
2018/2/7 10:00,7595.8809,7739.3105,7537.2734,7619.541,2018/2/7 10:00,7690 ,7690 ,7630 ,7630 ,4 
2018/2/7 9:00,7688.4648,7809.5801,7453.4941,7595.8809,2018/2/7 9:00,7630 ,7710 ,7450 ,7700 ,16 
2018/2/7 8:00,7630.3496,7860.7979,7561.4453,7689.9199,2018/2/7 8:00,7670 ,7830 ,7610 ,7680 ,49 
2018/2/7 7:00,7764.5977,7797.3398,7474.9746,7630.3496,2018/2/7 7:00,7650 ,7700 ,7650 ,7700 ,6 
2018/2/7 6:00,7515.1055,7939.875,7511.7559,7764.5977,2018/2/7 6:00,7800 ,7950 ,7600 ,7740 ,56 
2018/2/7 5:00,7534.2207,7774.9961,7455.793,7515.1055,2018/2/7 5:00,7740 ,7780 ,7500 ,7600 ,33 
2018/2/7 4:00,7165.4199,7607.291,7164.1289,7534.2207,2018/2/7 4:00,7410 ,7670 ,7410 ,7620 ,34 
2018/2/7 3:00,6989.8398,7182.5508,6966.5098,7165.4199,2018/2/7 3:00,7060 ,7330 ,7060 ,7300 ,17 
2018/2/7 2:00,7099.3848,7100.0039,6796.6309,6989.8398,2018/2/7 2:00,7040 ,7190 ,6810 ,7140 ,108 
2018/2/7 1:00,7293.2266,7377.918,6957.7793,7099.3848,2018/2/7 1:00,7100 ,7150 ,6940 ,6970 ,24 
2018/2/7 0:00,7180.4277,7439.9453,7025.498,7293.2266,2018/2/7 0:00,7440 ,7460 ,7110 ,7160 ,53 
2018/2/6 23:00,7146.3984,7266.7266,6872.0645,7180.4277,2018/2/6 23:00,6950 ,7470 ,6930 ,7460 ,68 
2018/2/6 22:00,6677.1309,7164.7305,6671.4043,7145.709,2018/2/6 22:00,6880 ,7300 ,6880 ,7060 ,53 
2018/2/6 21:00,6457.7832,6785.3301,6394.0957,6677.1309,2018/2/6 21:00,6480 ,7000 ,6480 ,6850 ,38 
2018/2/6 20:00,6445.6055,6499.6445,6193.4746,6457.7832,2018/2/6 20:00,6380 ,6610 ,6300 ,6480 ,39 
2018/2/6 19:00,6673.6895,6785.0273,6373.7754,6445.6055,2018/2/6 19:00,6540 ,6540 ,6250 ,6250 ,34 
2018/2/6 18:00,6088.1836,6907.418,6071.6582,6669.8887,2018/2/6 18:00,6510 ,7000 ,6510 ,6690 ,225 
2018/2/6 17:00,5966.9043,6219.9941,5966.9043,6088.1836,2018/2/6 17:00,6150 ,6550 ,6150 ,6510 ,61 
2018/2/6 16:00,6245.4971,6341.4336,5922.0039,5966.9043,2018/2/6 16:00,6080 ,6270 ,5940 ,6120 ,97 
2018/2/6 15:00,6449.7051,6453.3086,6087.4473,6245.4971,2018/2/6 15:00,6150 ,6270 ,6130 ,6190 ,27 
2018/2/6 14:00,6060.6602,6590.4688,5992.7852,6449.7051,2018/2/6 14:00,6150 ,6590 ,6150 ,6180 ,129 
2018/2/6 13:00,6316.3594,6350,6060.3555,6060.6602,2018/2/6 13:00,6160 ,6410 ,6040 ,6200 ,46 
2018/2/6 12:00,6374.5,6390.1201,6190.1953,6316.3594,2018/2/6 12:00,6250 ,6291 ,6130 ,6168 ,218 
2018/2/6 11:00,6443.25,6637.6152,6353.9268,6374.5,2018/2/6 11:00,6540 ,6560 ,6230 ,6230 ,23 
2018/2/6 10:00,6971.0664,6976.2246,6443.25,6443.25,2018/2/6 10:00,6670 ,6670 ,6380 ,6380 ,82 
2018/2/6 9:00,6905.1953,7104.0244,6843.5859,6971.0664,2018/2/6 9:00,6960 ,6960 ,6670 ,6720 ,12 
2018/2/6 8:00,6800.3555,6942.3867,6680.25,6905.1953,2018/2/6 8:00,6890 ,7050 ,6850 ,7050 ,25 
2018/2/6 7:00,7100.8711,7233.1484,6798.0059,6800.3555,2018/2/6 7:00,7300 ,7300 ,6760 ,6960 ,26 
2018/2/6 6:00,7177.3301,7311.2021,6950.75,7100.8711,2018/2/6 6:00,7170 ,7360 ,7130 ,7240 ,60 
2018/2/6 5:00,6617.416,7433.1855,6585.125,7177.3301,2018/2/6 5:00,7140 ,7370 ,7050 ,7050 ,57 
2018/2/6 4:00,6870.4668,6976.623,6579.252,6617.416,2018/2/6 4:00,6810 ,7150 ,6600 ,7110 ,109 
2018/2/6 3:00,7035.5605,7162.9043,6866.7578,6870.4668,2018/2/6 3:00,7100 ,7250 ,6800 ,6850 ,49 
2018/2/6 2:00,7269.7363,7317.2344,7030.8555,7035.5605,2018/2/6 2:00,7300 ,7300 ,6910 ,6910 ,127 
2018/2/6 1:00,7342.4492,7468.3564,7237.1543,7269.7363,2018/2/6 1:00,7420 ,7420 ,7250 ,7250 ,43 
2018/2/6 0:00,7325.916,7511.8955,7175.7549,7342.4492,2018/2/6 0:00,7260 ,7510 ,7260 ,7400 ,70 
2018/2/5 23:00,7648.0254,7652.0254,7322.6113,7325.916,2018/2/5 23:00,7480 ,7480 ,7200 ,7310 ,61 
2018/2/5 22:00,7691.3047,7758.2354,7584.7832,7648.0254,2018/2/5 22:00,7760 ,7780 ,7320 ,7440 ,71 
2018/2/5 21:00,7555.043,7813.25,7524.75,7691.3047,2018/2/5 21:00,7620 ,7760 ,7620 ,7680 ,31 
2018/2/5 20:00,7681.9551,7730.4131,7520.5156,7555.043,2018/2/5 20:00,7710 ,7720 ,7580 ,7620 ,30 
2018/2/5 19:00,7867.1465,7926.1855,7665.4707,7681.9551,2018/2/5 19:00,7800 ,7800 ,7650 ,7710 ,23 
2018/2/5 18:00,7795.1309,8033.5908,7734.2559,7867.0664,2018/2/5 18:00,7900 ,7950 ,7830 ,7950 ,58 
2018/2/5 17:00,7970.1094,7986.4766,7771.0195,7791.6797,2018/2/5 17:00,8020 ,8070 ,7740 ,8070 ,51 
2018/2/5 16:00,8059.0674,8118.5117,7891.8779,7970.1094,2018/2/5 16:00,7990 ,8050 ,7740 ,7880 ,81 
2018/2/5 15:00,8187.9492,8297.2207,8053.9004,8059.0674,2018/2/5 15:00,8080 ,8080 ,7970 ,7980 ,40 
2018/2/5 14:00,8279.8809,8349.9111,8178.9883,8187.9492,2018/2/5 14:00,8240 ,8290 ,8240 ,8290 ,4 
2018/2/5 13:00,8132.8555,8304.623,7969.2227,8275.7754,2018/2/5 13:00,8140 ,8320 ,8140 ,8300 ,31 
2018/2/5 12:00,8033.1406,8239.8008,8025.875,8132.8555,2018/2/5 12:00,8020 ,8180 ,7990 ,8110 ,62 
2018/2/5 11:00,8084.9961,8116.6934,7865.4492,8033.1406,2018/2/5 11:00,7890 ,8270 ,7860 ,8270 ,12 
2018/2/5 10:00,8208.373,8215.0547,7931.5938,8084.9961,2018/2/5 10:00,7990 ,8000 ,7900 ,8000 ,8 
2018/2/5 9:00,8180.8496,8330.4717,8176.5488,8208.373,2018/2/5 9:00,8310 ,8310 ,7890 ,7890 ,26 
2018/2/5 8:00,8405.041,8420.8857,8153.1426,8176.5488,2018/2/5 8:00,8350 ,8350 ,8200 ,8200 ,27 
2018/2/5 7:00,8077.4102,8417.3516,8051.3477,8405.041,2018/2/5 7:00,8500 ,8500 ,8220 ,8220 ,19 
2018/2/5 6:00,8115.0156,8249.9961,7997.9707,8077.3906,2018/2/5 6:00,,,,,
2018/2/5 5:00,8188.3145,8240.5977,7845.5,8115.0098,2018/2/5 5:00,,,,,
2018/2/5 4:00,8340.0605,8340.0605,8150.8398,8186.6563,2018/2/5 4:00,,,,,
2018/2/5 3:00,8460.0059,8550.4375,8256.9063,8340.0605,2018/2/5 3:00,,,,,
2018/2/3 6:00,8562.1133,8653.4102,8477.0928,8569.9961,2018/2/3 6:00,,,,,
2018/2/3 5:00,8575.5371,8762.5156,8533.75,8562.1133,2018/2/3 5:00,8690 ,8690 ,8480 ,8480 ,39 
2018/2/3 4:00,8554.5488,8708.9883,8446.6914,8575.5234,2018/2/3 4:00,8670 ,8780 ,8630 ,8780 ,8 
2018/2/3 3:00,8692.0234,8810.7148,8494.7891,8554.5488,2018/2/3 3:00,8790 ,8790 ,8510 ,8520 ,21 
2018/2/3 2:00,9078.0195,9081.998,8623.0488,8692.0234,2018/2/3 2:00,8710 ,8850 ,8650 ,8650 ,16 
2018/2/3 1:00,8994.0488,9089.834,8874.1855,9078.0195,2018/2/3 1:00,8970 ,9090 ,8730 ,8730 ,21 
2018/2/3 0:00,8628.2148,8995.0488,8578.998,8994.0488,2018/2/3 0:00,8840 ,9080 ,8770 ,8880 ,52 
2018/2/2 23:00,8806.7051,8893.5313,8424.2461,8628.2148,2018/2/2 23:00,8640 ,8780 ,8520 ,8680 ,45 
2018/2/2 22:00,8202.0547,8808.4121,8197.2344,8806.7051,2018/2/2 22:00,8570 ,8900 ,8500 ,8600 ,46 
2018/2/2 21:00,7997.6641,8212.1309,7614.1094,8202.0547,2018/2/2 21:00,7870 ,8600 ,7700 ,8540 ,89 
2018/2/2 20:00,8122.1309,8195.6445,7910.6035,7997.6641,2018/2/2 20:00,8100 ,8120 ,7900 ,7900 ,53 
2018/2/2 19:00,8316.9473,8316.9473,8090.7539,8122.1309,2018/2/2 19:00,8170 ,8270 ,8110 ,8160 ,20 
2018/2/2 18:00,8281.5957,8405.541,8140.0605,8316.9473,2018/2/2 18:00,8380 ,8380 ,8170 ,8170 ,20 
2018/2/2 17:00,8427.5,8444.2285,8278.5352,8282.5508,2018/2/2 17:00,8380 ,8410 ,8170 ,8320 ,17 
2018/2/2 16:00,8536.5156,8658.1504,8408.335,8436,2018/2/2 16:00,8620 ,8630 ,8420 ,8450 ,12 
2018/2/2 15:00,8571.8203,8610.5869,8321.8984,8530.9863,2018/2/2 15:00,8500 ,8690 ,8400 ,8690 ,33 
2018/2/2 14:00,8658.4902,8684.5898,8502.8105,8571.8203,2018/2/2 14:00,8540 ,8670 ,8500 ,8530 ,46 
2018/2/2 13:00,8669.3975,8721.3145,8534.0645,8658.4902,2018/2/2 13:00,8680 ,8720 ,8590 ,8720 ,12 
2018/2/2 12:00,8839.9004,8889.4395,8650.5059,8669.3975,2018/2/2 12:00,8800 ,8800 ,8600 ,8610 ,8 
2018/2/2 11:00,8621.959,8841.9746,8573.7051,8839.9004,2018/2/2 11:00,8700 ,8940 ,8700 ,8920 ,31 
2018/2/2 10:00,8692.9648,8762.9492,8558,8620.0742,2018/2/2 10:00,8600 ,8830 ,8580 ,8830 ,9 
2018/2/2 9:00,9017.5742,9028.5508,8603.2393,8692.9648,2018/2/2 9:00,8800 ,8810 ,8640 ,8760 ,46 
2018/2/2 8:00,8939.9863,9110.5645,8897,9017.5742,2018/2/2 8:00,9090 ,9090 ,8800 ,8800 ,40 
2018/2/2 7:00,9094.4746,9126.543,8898.0996,8939.9863,2018/2/2 7:00,8910 ,9070 ,8860 ,9070 ,30 
2018/2/2 6:00,9095.0313,9235.7207,8970.5762,9094.2031,2018/2/2 6:00,9150 ,9260 ,9150 ,9260 ,2 
2018/2/2 5:00,8727.0684,9170.2725,8449.6348,9095.0313,2018/2/2 5:00,8960 ,9180 ,8820 ,9110 ,99 
2018/2/2 4:00,8979.5684,8983.457,8685.8174,8727.0684,2018/2/2 4:00,8810 ,8940 ,8500 ,8920 ,63 
2018/2/2 3:00,8976.3984,9043.9307,8925.9355,8979.5684,2018/2/2 3:00,8950 ,9000 ,8720 ,8800 ,57 
2018/2/2 2:00,8975.2988,9047.7754,8912.8477,8976.3984,2018/2/2 2:00,9000 ,9050 ,8970 ,8980 ,19 
2018/2/2 1:00,9225.25,9236.126,8914.3271,8975.2988,2018/2/2 1:00,9010 ,9080 ,8850 ,8970 ,99 
2018/2/2 0:00,9325.7178,9339.9863,9179.9473,9225.2461,2018/2/2 0:00,9300 ,9320 ,9010 ,9010 ,26 
2018/2/1 23:00,9184.0908,9435.2949,9182.2676,9325.7178,2018/2/1 23:00,9310 ,9400 ,9240 ,9290 ,35 
2018/2/1 22:00,9346.5508,9372.4023,9105.5977,9184.0908,2018/2/1 22:00,9300 ,9330 ,9120 ,9310 ,38 
2018/2/1 21:00,9489.6836,9560.5742,9231.8027,9347.3008,2018/2/1 21:00,9270 ,9390 ,9240 ,9240 ,15 
2018/2/1 20:00,9410.9678,9620.6758,9407.8711,9489.6816,2018/2/1 20:00,9580 ,9580 ,9260 ,9270 ,21 
2018/2/1 19:00,9566.1855,9624.4453,9392.4385,9410.9678,2018/2/1 19:00,9470 ,9470 ,9450 ,9470 ,3 
2018/2/1 18:00,9853.2295,9907.9434,9563.5674,9566.1855,2018/2/1 18:00,9620 ,9630 ,9350 ,9470 ,23 
2018/2/1 17:00,10035.5254,10048.2559,9757.7852,9853.2295,2018/2/1 17:00,9850 ,9870 ,9720 ,9870 ,10 
2018/2/1 16:00,10087.9707,10153.9531,10026.1465,10035.5254,2018/2/1 16:00,10030 ,10030 ,9880 ,9900 ,16 
2018/2/1 15:00,10175.3867,10213.9629,10060.4043,10087.9707,2018/2/1 15:00,10050 ,10080 ,10050 ,10080 ,2 
2018/2/1 14:00,10118.6719,10231.8955,10095.0781,10175.3867,2018/2/1 14:00,10160 ,10160 ,10090 ,10090 ,13 
2018/2/1 13:00,9960.3389,10126.2695,9905.5,10118.6719,2018/2/1 13:00,,,,,
2018/2/1 12:00,10121.4707,10147.0059,9884.1172,9960.3389,2018/2/1 12:00,10000 ,10000 ,9920 ,9980 ,9 
2018/2/1 11:00,10116.4346,10179.3066,10099.3359,10121.4707,2018/2/1 11:00,10170 ,10170 ,10170 ,10170 ,4 
2018/2/1 10:00,10120.7871,10172.7041,10078.5605,10115.9521,2018/2/1 10:00,10190 ,10190 ,10170 ,10170 ,9 
